decision_id,country_code,country_status,country_group,country_mapped_from_uk,country_whitelist_ok,dpa_name_raw,dpa_name_canonical,decision_date,decision_date_status,decision_year,decision_quarter,fine_eur,fine_numeric_valid,fine_positive,fine_log1p,fine_outlier_flag,fine_raw,fine_status,turnover_eur,turnover_numeric_valid,turnover_log1p,turnover_outlier_flag,turnover_raw,turnover_status,fine_to_turnover_ratio,isic_code,isic_desc,isic_section,n_principles_discussed,n_principles_violated,n_corrective_measures,severity_measures_present,remedy_only_case,breach_case,q36_text,q36_lang,q36_tokens,q52_text,q52_lang,q52_tokens,q67_text,q67_lang,q67_tokens,q68_text,q68_lang,q68_tokens,schema_echo_flag,schema_echo_fields,q30_discussed_known,q30_discussed_unknown,q30_discussed_status,q30_discussed_exclusivity_conflict,q31_violated_known,q31_violated_unknown,q31_violated_status,q31_violated_exclusivity_conflict,q32_bases_known,q32_bases_unknown,q32_bases_status,q32_bases_exclusivity_conflict,q41_aggrav_known,q41_aggrav_unknown,q41_aggrav_status,q41_aggrav_exclusivity_conflict,q42_mitig_known,q42_mitig_unknown,q42_mitig_status,q42_mitig_exclusivity_conflict,q46_vuln_known,q46_vuln_unknown,q46_vuln_status,q46_vuln_exclusivity_conflict,q47_remedial_known,q47_remedial_unknown,q47_remedial_status,q47_remedial_exclusivity_conflict,q50_other_measures_known,q50_other_measures_unknown,q50_other_measures_status,q50_other_measures_exclusivity_conflict,q53_powers_known,q53_powers_unknown,q53_powers_status,q53_powers_exclusivity_conflict,q54_scopes_known,q54_scopes_unknown,q54_scopes_status,q54_scopes_exclusivity_conflict,q56_rights_discussed_known,q56_rights_discussed_unknown,q56_rights_discussed_status,q56_rights_discussed_exclusivity_conflict,q57_rights_violated_known,q57_rights_violated_unknown,q57_rights_violated_status,q57_rights_violated_exclusivity_conflict,q58_access_issues_known,q58_access_issues_unknown,q58_access_issues_status,q58_access_issues_exclusivity_conflict,q59_adm_issues_known,q59_adm_issues_unknown,q59_adm_issues_status,q59_adm_issues_exclusivity_conflict,q61_dpo_issues_known,q61_dpo_issues_unknown,q61_dpo_issues_status,q61_dpo_issues_exclusivity_conflict,q64_transfer_violations_known,q64_transfer_violations_unknown,q64_transfer_violations_status,q64_transfer_violations_exclusivity_conflict
Spain_377,ES,DISCUSSED,EU,0,1,Spanish Agency for Data Protection,Spanish Agency for Data Protection,,NOT_DISCUSSED,,,1600.000000,1,1,7.378384,0,1600,DISCUSSED,,0,,0,null,DISCUSSED,,69,Legal and accounting activities,M,1,1,1,1,0,0,Defendant disclosed claimant's personal data to a third party without consent or proper legal basis. DPA found violation of Article 6(1) as legitimate interests did not prevail over data subject's rights.,ENGLISH_LIKELY,31,"Initial fine proposed was €2000 for Article 6 violation. Defendant paid €1600 voluntarily with 20% reduction under LPACAP Article 85, terminating procedure without admission of responsibility.",ENGLISH_LIKELY,26,NOT_DISCUSSED,ENGLISH_LIKELY,1,"Spanish law firm disclosed complainant's personal data (name, address) to third party without consent in legal dispute context. DPA found Article 6 violation, imposed €2000 fine reduced to €1600 via voluntary payment without admission of liability, terminating procedure.",ENGLISH_LIKELY,38,0,,LAWFULNESS_FAIRNESS_TRANSPARENCY,,DISCUSSED,0,LAWFULNESS_FAIRNESS_TRANSPARENCY,,DISCUSSED,0,"CONSENT,LEGITIMATE_INTERESTS",,DISCUSSED,0,NATURE_GRAVITY_DURATION,,DISCUSSED,0,COOPERATION_WITH_AUTHORITY,,DISCUSSED,0,NOT_DISCUSSED,,DISCUSSED,0,IMMEDIATE_CESSATION,,DISCUSSED,0,NONE,,DISCUSSED,0,ADMINISTRATIVE_FINE,,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,INFORMATION_OBLIGATIONS,,DISCUSSED,0,INFORMATION_OBLIGATIONS,,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0
Spain_379,ES,DISCUSSED,EU,0,1,Spanish Data Protection Agency,Spanish Data Protection Agency,,NOT_DISCUSSED,,,0.000000,1,0,0.000000,0,0,DISCUSSED,,0,,0,null,DISCUSSED,,NOT_DISCUSSED,,,1,0,0,0,0,0,"The decision discusses potential violation of Article 5.1(c) (data minimisation) due to alleged video-surveillance cameras oriented towards complainant's home, but the procedure was archived as the responsible party could not be identified.",ENGLISH_LIKELY,32,No fine was imposed as the procedure was archived due to inability to identify the responsible party.,ENGLISH_LIKELY,17,NOT_DISCUSSED,ENGLISH_LIKELY,1,"Complaint filed regarding video-surveillance cameras allegedly oriented towards complainant's home, potentially violating data minimisation principle; defendant denied responsibility; Spanish DPA archived procedure as responsible party could not be identified; no sanctions imposed.",ENGLISH_LIKELY,32,0,,DATA_MINIMISATION,,DISCUSSED,0,NOT_DETERMINED,,NOT_DETERMINED,0,,NOT_DISCUSSED,DISCUSSED,0,NONE,,DISCUSSED,0,NONE,,DISCUSSED,0,NOT_DISCUSSED,,DISCUSSED,0,NONE_MENTIONED,,NONE_MENTIONED,0,NONE,,DISCUSSED,0,NONE,,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,,NOT_DISCUSSED,DISCUSSED,0,NOT_DETERMINED,,NOT_DETERMINED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0
Spain_381,ES,DISCUSSED,EU,0,1,Spanish Agency for Data Protection,Spanish Agency for Data Protection,,NOT_DISCUSSED,,,0.000000,1,0,0.000000,0,0,DISCUSSED,,0,,0,null,DISCUSSED,,NOT_MENTIONED,,,1,1,1,1,1,0,"Defendant exposed personal data on a community bulletin board accessible to non-owners, violating Article 5.1.f) GDPR security principle by failing to ensure confidentiality.",ENGLISH_LIKELY,23,"No fine imposed; sanction was a reprimand due to mitigation measures taken (removal of data, apology, protocol implementation).",ENGLISH_LIKELY,18,NOT_DISCUSSED,ENGLISH_LIKELY,1,"Spanish homeowners' community displayed legal claim containing personal data on garage bulletin board accessible to non-owners; AEPD found Article 5.1.f) GDPR security violation, issued reprimand due to mitigation measures (data removal, apology, protocol).",ENGLISH_LIKELY,33,0,,SECURITY,,DISCUSSED,0,SECURITY,,DISCUSSED,0,,NOT_DISCUSSED,DISCUSSED,0,NONE,,DISCUSSED,0,MITIGATION_ACTIONS,,DISCUSSED,0,NOT_DISCUSSED,,DISCUSSED,0,"IMMEDIATE_CESSATION,POLICY_CHANGES",,DISCUSSED,0,NONE,,DISCUSSED,0,REPRIMAND,,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,,NOT_DISCUSSED,DISCUSSED,0,,NOT_DISCUSSED,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0
Spain_380,ES,DISCUSSED,EU,0,1,Spanish Data Protection Agency,Spanish Data Protection Agency,,NOT_DISCUSSED,,,45000.000000,1,1,10.714440,0,45000,DISCUSSED,,0,,0,null,DISCUSSED,,J61,,,1,1,1,1,0,0,"Defendant processed claimant's personal data without any legal basis under Article 6 GDPR, specifically using the mobile line for internal tests and training without legitimacy.",ENGLISH_LIKELY,25,"Initial fine set at €75,000 for violation of Article 6 GDPR; reduced by 20% for recognition of responsibility and another 20% for voluntary payment, resulting in €45,000. Aggravating factors included negligence, duration, and data categories; mitigating factors included cooperation and remedial measures.",ENGLISH_LIKELY,42,,UNKNOWN,0,"Telefónica Móviles España processed complainant's mobile line data without legal basis since 2015 for internal tests and training, causing harassment via calls/SMS. AEPD found Article 6 violation, imposed €75,000 fine reduced to €45,000 for voluntary payment and responsibility recognition.",ENGLISH_LIKELY,39,0,,LAWFULNESS_FAIRNESS_TRANSPARENCY,,DISCUSSED,0,LAWFULNESS_FAIRNESS_TRANSPARENCY,,DISCUSSED,0,"CONSENT,CONTRACT",,DISCUSSED,0,"NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE,DATA_CATEGORIES_AFFECTED",,DISCUSSED,0,"MITIGATION_ACTIONS,COOPERATION_WITH_AUTHORITY",,DISCUSSED,0,NOT_DISCUSSED,,DISCUSSED,0,"IMMEDIATE_CESSATION,SYSTEM_UPGRADES,POLICY_CHANGES",,DISCUSSED,0,NONE,,DISCUSSED,0,ADMINISTRATIVE_FINE,,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,ACCESS,,DISCUSSED,0,NOT_DETERMINED,,NOT_DETERMINED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0
Spain_382,ES,DISCUSSED,EU,0,1,Spanish Data Protection Agency,Spanish Data Protection Agency,,NOT_DISCUSSED,,,3000.000000,1,1,8.006701,0,3000,DISCUSSED,,0,,0,NOT_MENTIONED,DISCUSSED,,NOT_MENTIONED,,,2,2,1,1,0,0,"Defendant unlawfully processed complainant's personal data by sending document containing name, ID number, and signature to newspaper without legal basis, violating confidentiality principle.",ENGLISH_LIKELY,23,"Fine reduced from €5,000 to €3,000 due to defendant's recognition of responsibility and voluntary payment; aggravating factors included negligence and basic personal data involvement.",ENGLISH_LIKELY,24,NOT_MENTIONED,ENGLISH_LIKELY,1,"Spanish basketball federation sent complainant's personal data (name, ID, signature) to newspaper without legal basis; fined €3,000 after admitting fault and paying voluntarily; violation of Articles 6 and 5(1)(f) GDPR.",ENGLISH_LIKELY,30,0,,"LAWFULNESS_FAIRNESS_TRANSPARENCY,SECURITY",,DISCUSSED,0,"LAWFULNESS_FAIRNESS_TRANSPARENCY,SECURITY",,DISCUSSED,0,LEGITIMATE_INTERESTS,,DISCUSSED,0,"NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE,DATA_CATEGORIES_AFFECTED",,DISCUSSED,0,"COOPERATION_WITH_AUTHORITY,MITIGATION_ACTIONS",,DISCUSSED,0,NOT_DISCUSSED,,DISCUSSED,0,STAFF_TRAINING,,DISCUSSED,0,NONE,,DISCUSSED,0,ADMINISTRATIVE_FINE,,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NONE_DISCUSSED,,DISCUSSED,0,NONE_VIOLATED,,NONE_VIOLATED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0
Spain_383,ES,DISCUSSED,EU,0,1,Spanish Agency for Data Protection,Spanish Agency for Data Protection,,NOT_DISCUSSED,,,2000.000000,1,1,7.601402,0,2000,DISCUSSED,,0,,0,null,DISCUSSED,,NOT_MENTIONED,,,1,1,1,1,0,0,"Defendant processed claimant's phone number without consent or any other legal basis, associating it with sexual content and false profiles on a dating website.",ENGLISH_LIKELY,24,Fine imposed for violation of Article 6.1 GDPR due to lack of legal basis for processing. Aggravating factors included nature/severity of offense and intentionality. No mitigating factors noted.,ENGLISH_LIKELY,28,NOT_MENTIONED,ENGLISH_LIKELY,1,"Individual operated dating website publishing claimant's phone number without consent alongside sexual content and false profiles. DPA found Article 6.1 violation, imposed €2000 fine based on severity and intentionality, with no cooperation from defendant.",ENGLISH_LIKELY,34,0,,LAWFULNESS_FAIRNESS_TRANSPARENCY,,DISCUSSED,0,LAWFULNESS_FAIRNESS_TRANSPARENCY,,DISCUSSED,0,CONSENT,,DISCUSSED,0,"NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE",,DISCUSSED,0,NONE,,DISCUSSED,0,NONE_MENTIONED,,NONE_MENTIONED,0,NONE_MENTIONED,,NONE_MENTIONED,0,NONE,,DISCUSSED,0,ADMINISTRATIVE_FINE,,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,INFORMATION_OBLIGATIONS,,DISCUSSED,0,INFORMATION_OBLIGATIONS,,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0
Spain_384,ES,DISCUSSED,EU,0,1,Spanish Data Protection Agency,Spanish Data Protection Agency,,NOT_DISCUSSED,,,0.000000,1,0,0.000000,0,0,DISCUSSED,,0,,0,null,DISCUSSED,,38,"Waste collection, treatment and disposal activities; materials recovery",E,1,1,3,1,1,0,"The defendant failed to provide information to data subjects about processing of postal address data collected from cadastral records for a waste management pilot project, violating Article 14 transparency obligations.",ENGLISH_LIKELY,30,No fine was imposed due to the defendant being a public sector body under Spanish law; only a warning and compliance order were issued for the Article 14 violation.,ENGLISH_LIKELY,29,,UNKNOWN,0,"Spanish DPA issued a warning to a local public body for failing to inform data subjects about processing postal addresses from cadastral records in a waste management pilot, ordering compliance with Article 14 within one month.",ENGLISH_LIKELY,36,0,,LAWFULNESS_FAIRNESS_TRANSPARENCY,,DISCUSSED,0,LAWFULNESS_FAIRNESS_TRANSPARENCY,,DISCUSSED,0,LEGITIMATE_INTERESTS,,DISCUSSED,0,NONE,,DISCUSSED,0,NONE,,DISCUSSED,0,NONE_MENTIONED,,NONE_MENTIONED,0,POLICY_CHANGES,,DISCUSSED,0,COMPLIANCE_ORDER,,DISCUSSED,0,"WARNING,COMPLY_WITH_DATA_SUBJECT_REQUESTS,BRING_PROCESSING_INTO_COMPLIANCE",,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,INFORMATION_OBLIGATIONS,,DISCUSSED,0,INFORMATION_OBLIGATIONS,,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0
Spain_387,ES,DISCUSSED,EU,0,1,Spanish Data Protection Agency,Spanish Data Protection Agency,,NOT_DISCUSSED,,,20000.000000,1,1,9.903538,0,20000,DISCUSSED,,0,,0,null,DISCUSSED,,61,Telecommunications,J,2,2,1,1,0,0,"Defendant processed personal data for marketing without valid legal basis, violating principles of lawfulness and purpose limitation, despite data subject's objections and inclusion in Robinson List.",ENGLISH_LIKELY,26,"Fine set at EUR 20,000 for minor infringement under national law, considering cessation of activity and economic situation, representing 40% of maximum possible penalty.",ENGLISH_LIKELY,24,NOT_DISCUSSED,ENGLISH_LIKELY,1,"Spanish DPA fined Vodafone EUR 20,000 for sending marketing communications to a data subject on the Robinson List who had repeatedly objected, violating national telecommunication law principles equivalent to GDPR Articles 5 and 6.",ENGLISH_LIKELY,34,0,,"LAWFULNESS_FAIRNESS_TRANSPARENCY,PURPOSE_LIMITATION",,DISCUSSED,0,"LAWFULNESS_FAIRNESS_TRANSPARENCY,PURPOSE_LIMITATION",,DISCUSSED,0,"CONSENT,LEGITIMATE_INTERESTS",,DISCUSSED,0,"NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE",,DISCUSSED,0,"MITIGATION_ACTIONS,COOPERATION_WITH_AUTHORITY",,DISCUSSED,0,NOT_DISCUSSED,,DISCUSSED,0,"STAFF_TRAINING,SYSTEM_UPGRADES,POLICY_CHANGES",,DISCUSSED,0,NONE,,DISCUSSED,0,ADMINISTRATIVE_FINE,,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,OBJECTION,,DISCUSSED,0,OBJECTION,,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0
Spain_389,ES,DISCUSSED,EU,0,1,Spanish Data Protection Agency,Spanish Data Protection Agency,,NOT_DISCUSSED,,,48000.000000,1,1,10.778977,0,48000,DISCUSSED,,0,,0,null,DISCUSSED,,J61,,,1,1,1,1,0,1,"Defendant violated Article 32 GDPR by failing to implement appropriate technical and organizational security measures, resulting in unauthorized access to personal data due to human error.",ENGLISH_LIKELY,26,"Fine of €60,000 proposed for Article 32 GDPR violation; reduced to €48,000 due to voluntary payment; violation involved basic personal identifiers and was caused by human error.",ENGLISH_LIKELY,27,,UNKNOWN,0,"Vodafone Spain fined €48,000 for GDPR Article 32 security violation after customer accessed third-party data due to agent error; voluntary payment terminated procedure.",ENGLISH_LIKELY,23,0,,SECURITY,,DISCUSSED,0,SECURITY,,DISCUSSED,0,,NOT_APPLICABLE,NOT_APPLICABLE,0,NATURE_GRAVITY_DURATION,,DISCUSSED,0,MITIGATION_ACTIONS,,DISCUSSED,0,NOT_DISCUSSED,,DISCUSSED,0,IMMEDIATE_CESSATION,,DISCUSSED,0,NONE,,DISCUSSED,0,ADMINISTRATIVE_FINE,,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,,NOT_APPLICABLE,NOT_APPLICABLE,0,,NOT_APPLICABLE,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0
Spain_388,ES,DISCUSSED,EU,0,1,Spanish Agency for Data Protection,Spanish Agency for Data Protection,,NOT_DISCUSSED,,,5000.000000,1,1,8.517393,0,5000,DISCUSSED,,0,,0,null,DISCUSSED,,,,,1,1,4,1,0,0,"Defendant published images of minors on Instagram without legal basis after explicit parental objection, violating Article 6 GDPR.",ENGLISH_LIKELY,18,"Fine of €5,000 imposed for Article 6 violation, considering negligence and involvement of minors' data as aggravating factors.",ENGLISH_LIKELY,18,TYPE:STRING,ENGLISH_LIKELY,1,"Spanish gymnastics club published minors' images on Instagram without consent after parental objection, fined €5,000 for Article 6 GDPR violation with deletion order.",ENGLISH_LIKELY,23,1,Q12,LAWFULNESS_FAIRNESS_TRANSPARENCY,,DISCUSSED,0,LAWFULNESS_FAIRNESS_TRANSPARENCY,,DISCUSSED,0,CONSENT,,DISCUSSED,0,"INTENT_NEGLIGENCE,DATA_CATEGORIES_AFFECTED",,DISCUSSED,0,NONE,,DISCUSSED,0,CHILDREN,,DISCUSSED,0,NONE_MENTIONED,,NONE_MENTIONED,0,"DATA_DELETION_ORDER,COMPLIANCE_ORDER",,DISCUSSED,0,"REPRIMAND,ADMINISTRATIVE_FINE,COMPLY_WITH_DATA_SUBJECT_REQUESTS,BRING_PROCESSING_INTO_COMPLIANCE",,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,INFORMATION_OBLIGATIONS,,DISCUSSED,0,INFORMATION_OBLIGATIONS,,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0
Spain_385,ES,DISCUSSED,EU,0,1,Spanish Agency for Data Protection,Spanish Agency for Data Protection,,NOT_DISCUSSED,,,,0,0,,0,TYPE:NUMBER 6000,DISCUSSED,,0,,0,TYPE:NUMBER null,DISCUSSED,,,,,0,0,0,0,0,0,TYPE:STRING,ENGLISH_LIKELY,1,TYPE:STRING,ENGLISH_LIKELY,1,TYPE:STRING,ENGLISH_LIKELY,1,TYPE:STRING,ENGLISH_LIKELY,1,1,Q12,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,LEGITIMATE_INTERESTS,,DISCUSSED,0,DATA_CATEGORIES_AFFECTED,,DISCUSSED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0
Spain_386,ES,DISCUSSED,EU,0,1,Spanish Agency for Data Protection,Spanish Agency for Data Protection,,NOT_DISCUSSED,,,,0,0,,0,TYPE:NUMBER 50000,DISCUSSED,,0,,0,TYPE:NUMBER null,DISCUSSED,,,,,0,0,0,0,0,0,"Defendant processed claimant's data without legal basis under Article 6, transferring personal data to a financial entity and debt collection company for a treatment that was never performed or consented to.",ENGLISH_LIKELY,31,"Fine set at €50,000 for violation of Article 6 GDPR, considering aggravating factors including negligence, basic identifier data affected, and continued nature of offense. No mitigating factors identified.",ENGLISH_LIKELY,28,TYPE:STRING,ENGLISH_LIKELY,1,"Spanish DPA fined a medical clinic €50,000 for unlawfully processing patient data by transferring it to a finance company and debt collector for a treatment never performed, without legal basis under Article 6 GDPR, with aggravating factors including negligence and data sensitivity.",ENGLISH_LIKELY,42,1,Q12,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,CONTRACT,,DISCUSSED,0,"INTENT_NEGLIGENCE,DATA_CATEGORIES_AFFECTED,OTHER_CIRCUMSTANCES",,DISCUSSED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0,,,NOT_MENTIONED,0
Spain_391,ES,DISCUSSED,EU,0,1,Spanish Agency for Data Protection,Spanish Agency for Data Protection,,NOT_DISCUSSED,,,1200.000000,1,1,7.090910,0,1200,DISCUSSED,,0,,0,null,DISCUSSED,,NOT_MENTIONED,,,1,1,1,1,0,0,"Defendant's video surveillance system captured images of public space, violating data minimization principle under Article 5(1)(c) GDPR by processing unnecessary third-party data.",ENGLISH_LIKELY,22,"Initial proposed fine of €2000 reduced by 20% for voluntary payment and another 20% for acknowledgment of responsibility, resulting in €1200 final fine; aggravating factors included nature/gravity and negligence, mitigating factors included cooperation and corrective actions.",ENGLISH_LIKELY,36,NOT_DISCUSSED,ENGLISH_LIKELY,1,Complaint against BBB for video surveillance cameras oriented towards public space; DPA found violation of Article 5(1)(c) GDPR (data minimization) as system captured unnecessary third-party data; defendant paid reduced fine of €1200 after acknowledging responsibility and voluntary payment.,ENGLISH_LIKELY,38,0,,DATA_MINIMISATION,,DISCUSSED,0,DATA_MINIMISATION,,DISCUSSED,0,,NOT_DISCUSSED,DISCUSSED,0,"NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE",,DISCUSSED,0,"MITIGATION_ACTIONS,COOPERATION_WITH_AUTHORITY",,DISCUSSED,0,NOT_DISCUSSED,,DISCUSSED,0,IMMEDIATE_CESSATION,,DISCUSSED,0,NONE,,DISCUSSED,0,ADMINISTRATIVE_FINE,,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,,NOT_DISCUSSED,DISCUSSED,0,,NOT_DISCUSSED,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0
Spain_390,ES,DISCUSSED,EU,0,1,Spanish Data Protection Agency,Spanish Data Protection Agency,,NOT_DISCUSSED,,,40000.000000,1,1,10.596660,0,40000,DISCUSSED,,0,,0,null,DISCUSSED,,M70.2,,,7,1,3,1,0,0,"Defendant processed special category data (ethnicity, disability) without valid legal basis under Article 9 GDPR, relying on invalid consent and failing to inform data subjects adequately.",ENGLISH_LIKELY,26,"Fine reduced by 20% to €40,000 due to voluntary payment. Aggravated by nature of infringement (special category data), negligence, and number of affected data subjects. Mitigated by cooperation and remedial actions taken.",ENGLISH_LIKELY,32,"Guidelines 05/2020 on consent, Guidelines 07/2020 on controller and processor concepts",ENGLISH_LIKELY,11,"Spanish DPA fined THOMAS INTERNATIONAL SYSTEMS €40,000 for processing special category data (ethnicity, disability) without valid legal basis under Article 9 GDPR, relying on invalid consent and inadequate information. Defendant acted as both controller and processor, took remedial measures, and paid fine voluntarily.",ENGLISH_LIKELY,43,0,,"LAWFULNESS_FAIRNESS_TRANSPARENCY,PURPOSE_LIMITATION,DATA_MINIMISATION,ACCURACY,STORAGE_LIMITATION,SECURITY,ACCOUNTABILITY",,DISCUSSED,0,LAWFULNESS_FAIRNESS_TRANSPARENCY,,DISCUSSED,0,"CONSENT,CONTRACT,LEGITIMATE_INTERESTS",,DISCUSSED,0,"NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE,DATA_CATEGORIES_AFFECTED",,DISCUSSED,0,COOPERATION_WITH_AUTHORITY,,DISCUSSED,0,EMPLOYEES,,DISCUSSED,0,"POLICY_CHANGES,STAFF_TRAINING,DPO_APPOINTMENT",,DISCUSSED,0,COMPLIANCE_ORDER,,DISCUSSED,0,"ADMINISTRATIVE_FINE,COMPLY_WITH_DATA_SUBJECT_REQUESTS,BRING_PROCESSING_INTO_COMPLIANCE",,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,INFORMATION_OBLIGATIONS,,DISCUSSED,0,INFORMATION_OBLIGATIONS,,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NO_ISSUES_FOUND,,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0
Spain_392,ES,DISCUSSED,EU,0,1,Spanish Agency for Data Protection,Spanish Agency for Data Protection,,NOT_DISCUSSED,,,36000.000000,1,1,10.491302,0,36000,DISCUSSED,,0,,0,null,DISCUSSED,,K64.19,,,1,1,1,1,0,0,"BBVA violated Article 5(1)(d) GDPR by processing inaccurate data attributing a debt to the claimant who was no longer administrator of the debtor company, and refused deletion based on this inaccuracy.",ENGLISH_LIKELY,31,"Initial fine proposed €60,000 reduced to €36,000 due to voluntary payment and acknowledgment of responsibility; factors included serious lack of diligence and nature of violation.",ENGLISH_LIKELY,25,,UNKNOWN,0,"BBVA fined €36,000 for violating GDPR accuracy principle by attributing company debt to ex-administrator and refusing data deletion; acknowledged responsibility and paid voluntarily.",ENGLISH_LIKELY,23,0,,ACCURACY,,DISCUSSED,0,ACCURACY,,DISCUSSED,0,,NOT_DISCUSSED,DISCUSSED,0,"NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE",,DISCUSSED,0,COOPERATION_WITH_AUTHORITY,,DISCUSSED,0,NOT_DISCUSSED,,DISCUSSED,0,IMMEDIATE_CESSATION,,DISCUSSED,0,DATA_DELETION_ORDER,,DISCUSSED,0,ADMINISTRATIVE_FINE,,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,"ACCESS,ERASURE",,DISCUSSED,0,ERASURE,,DISCUSSED,0,INADEQUATE_RESPONSE,,DISCUSSED,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0,NOT_APPLICABLE,,NOT_APPLICABLE,0
