ID,English_Translation,error,success,model_used,markdown_file,input_tokens,output_tokens,total_tokens,country_code,dpa_name,issue_date,is_appeal,appeal_outcome,multiple_defendants,primary_defendant_name,defendant_status,defendant_role,org_classifications,public_sector_level,isic_sector,turnover_mentioned,turnover_range,initiation_method,breach_discussed,art33_required,breach_notified,notified_within_72h,delay_length,breach_type,breach_cause,harm_materialized,affected_subjects,special_or_criminal_data,subjects_notified,art34_required,mitigating_actions,notification_failures_effect,art5_principles_discussed,art5_principles_violated,art6_bases_discussed,legal_bases_relied,consent_issues,legitimate_interest_outcome,art56_summary,fine_amount_eur,annual_turnover_eur,hit_caps,violation_duration,aggravating_factors,mitigating_factors,harm_documented,economic_benefit,cooperation_level,vulnerable_subjects,remedial_actions,first_time_violation,cross_border,other_measures,financial_consideration,fine_calc_summary,corrective_powers,processing_limitation_scope,compliance_deadline,ds_rights_discussed,ds_rights_violated,access_issues,adm_issues,dpo_appointment,dpo_issues,jurisdiction_complexity,data_transfers_discussed,transfer_violations_issues,precedent_significance,references_other_cases,edpb_references,case_summary
Spain_413,nan,,True,x-ai/grok-4-fast:free,Spain_413.md,4096,1127,5223,UNCLEAR,,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NO,,NOT_MENTIONED,NOT_MENTIONED,NOT_APPLICABLE,NOT_APPLICABLE,,NO,NOT_APPLICABLE,NOT_MENTIONED,UNCLEAR,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE_DISCUSSED,NONE_VIOLATED,NONE_DISCUSSED,NO_BASIS_CLAIMED,NOT_APPLICABLE,NOT_APPLICABLE,No decision text provided; no findings to summarize.,0,,NOT_APPLICABLE,NOT_SPECIFIED,NONE,NONE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NONE_MENTIONED,NONE_MENTIONED,NOT_DISCUSSED,NOT_DISCUSSED,NONE,NOT_DISCUSSED,No decision text provided; no reasoning to summarize.,NONE,NOT_APPLICABLE,NOT_APPLICABLE,NONE_DISCUSSED,NONE_VIOLATED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_APPLICABLE,UNCLEAR,NOT_DISCUSSED,NOT_APPLICABLE,UNCLEAR,NO_REFERENCES,,"No decision text provided; unable to extract key facts, issue, or reasoning."
Spain_414,1/14  Procedure No.: PS / 00250/2021 RESOLUTION OF SANCTIONING PROCEDURE Of the procedure instructed by the Spanish Agency for Data Protection and based on to the following BACKGROUND FIRST: The insp...,,True,x-ai/grok-4-fast:free,Spain_414.md,11105,1529,12634,ES,Agencia Española de Protección de Datos,NOT_DISCUSSED,NO,NOT_APPLICABLE,NO,SERVICIO EXTREMEÑO DE SALUD,ORGANIZATION,CONTROLLER,PUBLIC_SECTOR_BODY,REGIONAL_PROVINCIAL,86,NO,NOT_APPLICABLE,COMPLAINT,YES,NOT_MENTIONED,NOT_MENTIONED,NOT_APPLICABLE,NOT_APPLICABLE,"TECHNICAL_FAILURE,ORGANIZATIONAL_FAILURE",INTERNAL_CAUSE,NO_RISK_ONLY,UNDER_100,ARTICLE_9_SPECIAL_CATEGORY,NO_NOT_NOTIFIED,NOT_MENTIONED,NONE_MENTIONED,NOT_MENTIONED,"SECURITY,ACCOUNTABILITY",SECURITY,NONE_DISCUSSED,NOT_MENTIONED,NOT_APPLICABLE,NOT_APPLICABLE,"The decision finds violations of Article 5(1)(f) due to inadequate security measures allowing unauthorized access to health data, and Article 32 for failure to implement appropriate technical and organizational measures. No issues with legal bases under Article 6 are discussed.",0,,NOT_APPLICABLE,YEARS,"NATURE_GRAVITY_DURATION,TECHNICAL_ORGANIZATIONAL_MEASURES,DATA_CATEGORIES_AFFECTED",NONE,NO_HARM_DOCUMENTED,NO_BENEFIT,PARTIAL_COOPERATION,NONE_MENTIONED,NONE_MENTIONED,UNCLEAR,NO_SINGLE_JURISDICTION,COMPLIANCE_ORDER,NOT_DISCUSSED,"No fine imposed due to public sector status under LOPDGDD Article 77, resulting in warnings instead. Aggravating factors include nature of violation involving special category health data and lack of adequate security measures over years. Mitigating factors not explicitly applied.","WARNING,BRING_PROCESSING_INTO_COMPLIANCE",NOT_APPLICABLE,NOT_APPLICABLE,NONE_DISCUSSED,NONE_VIOLATED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_APPLICABLE,SINGLE_JURISDICTION_DOMESTIC,NOT_DISCUSSED,NOT_APPLICABLE,ROUTINE_APPLICATION,NO_REFERENCES,NONE,Claimant A.A.A. complained of unauthorized accesses to medical history by SES nurse from 2007-2019; SES failed to prevent via inadequate access controls and security measures for special category health data. AEPD finds violations of Articles 5(1)(f) and 32 RGPD due to lack of technical/organizational safeguards and risk assessments; imposes warnings as SES is public entity under LOPDGDD.
Spain_415,1/5  Procedure Nº: PS / 00251/2020 RESOLUTION OF SANCTIONING PROCEDURE Of the procedure instructed by the Spanish Agency for Data Protection and based on to the following: BACKGROUND FIRST: FESMC UGT...,,True,x-ai/grok-4-fast:free,Spain_415.md,6681,2683,9364,ES,Spanish Agency for Data Protection,NOT_DISCUSSED,NO,NOT_APPLICABLE,NO,CONSEGURIDAD S.L.,ORGANIZATION,CONTROLLER,NOT_MENTIONED,NOT_APPLICABLE,8010,NO,NOT_APPLICABLE,COMPLAINT,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE_DISCUSSED,NONE_VIOLATED,NONE_DISCUSSED,NOT_MENTIONED,NOT_APPLICABLE,NOT_APPLICABLE,"The decision does not discuss Article 5 or 6 principles or legal bases in detail, focusing instead on the violation of Article 37 regarding DPO appointment.",50000,,BELOW_ALL_CAPS,NOT_SPECIFIED,"NATURE_GRAVITY_DURATION,DATA_CATEGORIES_AFFECTED",NONE,NO_HARM_DOCUMENTED,NO_BENEFIT,NON_COOPERATIVE,NONE_MENTIONED,NONE_MENTIONED,NOT_DISCUSSED,NO_SINGLE_JURISDICTION,NONE,NOT_DISCUSSED,"A fine of €50,000 was imposed under Article 83.4 GDPR for the serious infringement of failing to appoint a DPO. Aggravating factors included the large-scale nature of personal data processing via CCTV affecting many data subjects and involving basic identifiers. No mitigating factors were identified, and the defendant did not cooperate or respond.",ADMINISTRATIVE_FINE,NOT_APPLICABLE,NOT_APPLICABLE,NONE_DISCUSSED,NONE_VIOLATED,NOT_APPLICABLE,NOT_APPLICABLE,YES_REQUIRED_NOT_APPOINTED,NO_DPO_APPOINTED,SINGLE_JURISDICTION_DOMESTIC,NOT_DISCUSSED,NOT_APPLICABLE,ROUTINE_APPLICATION,NO_REFERENCES,None,"AEPD initiated sanctioning procedure after complaint against private security firm CONSEGURIDAD S.L. for operating CCTV without appointing required DPO under GDPR Article 37.1(b) and LOPDGDD Article 34.1(ñ), enabling large-scale monitoring without rights exercise support; firm failed to respond to notifications. €50,000 fine imposed as serious infringement, aggravated by scale of affected data subjects and basic personal data involved; no cooperation noted."
Spain_416,1/7  Procedure Nº: PS / 00253/2020 RESOLUTION OF SANCTIONING PROCEDURE Of the procedure instructed by the Spanish Agency for Data Protection and based on to the following ACTS FIRST: Mrs. A.A.A. (her...,,True,x-ai/grok-4-fast:free,Spain_416.md,7955,3240,11195,ES,Spanish Agency for Data Protection,NOT_DISCUSSED,NO,NOT_APPLICABLE,NO,B.B.B.,NATURAL_PERSON,CONTROLLER,NOT_APPLICABLE,NOT_APPLICABLE,NOT_MENTIONED,NO,NOT_APPLICABLE,COMPLAINT,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NO_RISK_ONLY,UNDER_100,NEITHER,NOT_APPLICABLE,NOT_APPLICABLE,NONE_MENTIONED,NOT_APPLICABLE,DATA_MINIMISATION,DATA_MINIMISATION,NONE_DISCUSSED,NO_BASIS_CLAIMED,NOT_APPLICABLE,NOT_APPLICABLE,"The defendant violated Article 5.1.c GDPR by installing a webcam in a rented private space that captured unnecessary images and sound of the tenant's activities without justification or information. No valid legal basis under Article 6 was established, as the processing exceeded any claimed security purpose.",5000,,BELOW_ALL_CAPS,NOT_SPECIFIED,"NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE",NONE,NO_HARM_DOCUMENTED,NO_BENEFIT,NOT_DISCUSSED,NONE_MENTIONED,NONE_MENTIONED,UNCLEAR,NO_SINGLE_JURISDICTION,NONE,NOT_DISCUSSED,"The €5,000 fine was calculated based on the seriousness of unauthorized processing in a private rented space, violating home inviolability, and the defendant's negligence in camera placement and lack of information under Article 83.2(a) and (b) GDPR. No mitigating factors applied, and the offense targeted personal data without cause. The amount reflects the infringement's gravity without reaching statutory caps.",ADMINISTRATIVE_FINE,NOT_APPLICABLE,NOT_APPLICABLE,NONE_DISCUSSED,NONE_VIOLATED,NOT_APPLICABLE,NOT_APPLICABLE,NO_REQUIREMENT,NOT_APPLICABLE,SINGLE_JURISDICTION_DOMESTIC,NOT_DISCUSSED,NOT_APPLICABLE,ROUTINE_APPLICATION,YES_SOME_REFERENCES,None mentioned,"Landlord B.B.B. installed webcam in rented room capturing tenant A.A.A.'s private images and sound, used to confront her over broken TV; tenant claimed spying. AEPD ruled violation of GDPR Art. 5.1.c data minimisation, as processing exceeded security purpose, lacked justification/information in private home space. €5,000 fine imposed for seriousness and negligence; no basis or safeguards found."
Spain_417,"Procedure No.: PS/00254/2019 DECISION ON DISCIPLINARY PROCEEDINGS From the procedure instructed by the Spanish Data Protection Agency and based on the following BACKGROUND FIRST: On 13/12/2018, a secu...",,True,x-ai/grok-4-fast:free,Spain_417.md,10500,3054,13554,ES,Spanish Data Protection Agency,NOT_DISCUSSED,NO,NOT_APPLICABLE,NO,VOX ESPAÑA,ORGANIZATION,CONTROLLER,NOT_MENTIONED,NOT_APPLICABLE,NOT_MENTIONED,NO,NOT_APPLICABLE,BREACH_NOTIFICATION,YES,YES_REQUIRED,YES_SUBMITTED,YES_WITHIN_72H,NOT_APPLICABLE,"CYBER_ATTACK,TECHNICAL_FAILURE",EXTERNAL_CAUSE,NO_RISK_ONLY,10000_TO_100000,NEITHER,PARTIALLY_NOTIFIED,NOT_MENTIONED,"IMMEDIATE_CONTAINMENT,SYSTEM_FIXES,SECURITY_IMPROVEMENTS,EXTERNAL_AUDIT,COOPERATION_WITH_DPA",NO_FINE_IMPOSED,SECURITY,SECURITY,NONE_DISCUSSED,UNCLEAR,NOT_APPLICABLE,NOT_APPLICABLE,"The decision finds a violation of Article 32 due to inadequate technical and organizational security measures, leading to a cyber attack that exposed personal data of 30,228 newsletter subscribers. No issues with Article 5 principles other than security or Article 6 legal bases were discussed.",0,,NOT_APPLICABLE,NOT_SPECIFIED,"NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE","MITIGATION_ACTIONS,TECHNICAL_ORGANIZATIONAL_MEASURES,COOPERATION_WITH_AUTHORITY",NO_HARM_DOCUMENTED,NO_BENEFIT,FULL_COOPERATION,NONE_MENTIONED,"SYSTEM_UPGRADES,EXTERNAL_AUDIT,SECURITY_IMPROVEMENTS",YES_FIRST_TIME,NO_SINGLE_JURISDICTION,NONE,NOT_DISCUSSED,"The violation of Article 32 was deemed serious due to negligence in addressing known vulnerabilities like SQL injection, exposing data to risks of ideological profiling. However, VOX's prompt breach notification, cooperation, and post-incident remediation (e.g., implementing WAF and fixing vulnerabilities) led to replacing a potential fine with a warning. No economic benefit or prior infringements were noted.",WARNING,NOT_APPLICABLE,NOT_APPLICABLE,NONE_DISCUSSED,NONE_VIOLATED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_APPLICABLE,SINGLE_JURISDICTION_DOMESTIC,NOT_DISCUSSED,NOT_APPLICABLE,ROUTINE_APPLICATION,YES_SOME_REFERENCES,,"Cyber attack by Grupo.1 on 12/12/2018 exploited SQL injection vulnerabilities in VOX ESPAÑA's website, exposing names, emails, and phones of 30,228 newsletter subscribers; VOX notified AEPD next day and hired S21Sec for forensics. AEPD found Article 32 violation due to inadequate security measures and negligence in risk assessment for political party data, but issued warning instead of fine citing prompt notification, cooperation, and remediation like WAF implementation and vulnerability fixes."
Spain_418,1/7 Procedure No.: PS/00257/2020 RESOLUTION OF SANCTIONING PROCEDURE From the procedure instructed by the Spanish Data Protection Agency and based to the following: BACKGROUND FIRST: D. A.A.A. (herein...,,True,x-ai/grok-4-fast:free,Spain_418.md,7315,1386,8701,ES,Spanish Data Protection Agency,2020-11-13,NO,NOT_APPLICABLE,NO,Town Hall of Arroyomolinos,ORGANIZATION,CONTROLLER,PUBLIC_SECTOR_BODY,LOCAL_MUNICIPAL,84,NO,NOT_APPLICABLE,COMPLAINT,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE_DISCUSSED,NONE_VIOLATED,NONE_DISCUSSED,NOT_MENTIONED,NOT_APPLICABLE,NOT_APPLICABLE,The decision focuses on violation of Article 37 GDPR for failure to appoint a DPO. No discussion of Articles 5 or 6 principles or legal bases.,0,,BELOW_ALL_CAPS,YEARS,NATURE_GRAVITY_DURATION,"MITIGATION_ACTIONS,COOPERATION_WITH_AUTHORITY",NO_HARM_DOCUMENTED,NO_BENEFIT,FULL_COOPERATION,NONE_MENTIONED,DPO_APPOINTMENT,UNCLEAR,NO_SINGLE_JURISDICTION,NONE,NOT_DISCUSSED,"For public authorities, a warning is imposed under LOPDGDD Article 77 instead of a fine for serious infringements like failure to appoint DPO. The duration from GDPR entry into force (May 2018) to appointment in 2020 was considered. Mitigating factors include subsequent DPO appointment and cooperation.",WARNING,NOT_APPLICABLE,NOT_APPLICABLE,NONE_DISCUSSED,NONE_VIOLATED,NOT_APPLICABLE,NOT_APPLICABLE,YES_REQUIRED_AND_APPOINTED,NO_ISSUES_FOUND,SINGLE_JURISDICTION_DOMESTIC,NOT_DISCUSSED,NOT_APPLICABLE,ROUTINE_APPLICATION,YES_SOME_REFERENCES,"LOPDGDD Articles 34, 77; Judgment of the Audiencia Nacional de 29/11/2013","Complainant received misdirected sanction notification from Town Hall of Arroyomolinos on 20 Jan 2020, revealing lack of DPO. AEPD initiated proceedings for Article 37 GDPR violation; defendant appointed external DPO in Sep 2020 post-initiation. AEPD imposed warning as corrective measure under LOPDGDD for public body, noting appointment mitigates but infringement occurred since May 2018."
Spain_419,1/8  Procedure No. PS / 00258/2020 RESOLUTION OF SANCTIONING PROCEDURE Of the procedure instructed by the Spanish Agency for Data Protection and based on to the following: BACKGROUND FIRST: D. A.A.A....,,True,x-ai/grok-4-fast:free,Spain_419.md,8078,2726,10804,ES,Spanish Agency for Data Protection,NOT_DISCUSSED,NO,NOT_APPLICABLE,NO,"AUDAX RENOVABLES, S.A.",ORGANIZATION,CONTROLLER,NOT_MENTIONED,NOT_APPLICABLE,35,NO,NOT_APPLICABLE,COMPLAINT,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE_MENTIONED,NOT_APPLICABLE,NONE_DISCUSSED,NONE_VIOLATED,LEGITIMATE_INTERESTS,LEGITIMATE_INTERESTS,NOT_APPLICABLE,NOT_APPLICABLE,The decision finds a violation of Article 21 GDPR on the right to object to direct marketing processing. Unsolicited calls were made despite the claimant's registration on the Robinson exclusion list.,12000,,BELOW_ALL_CAPS,NOT_SPECIFIED,NONE,OTHER_CIRCUMSTANCES,NO_HARM_DOCUMENTED,NO_BENEFIT,PARTIAL_COOPERATION,NONE_MENTIONED,NONE_MENTIONED,NOT_DISCUSSED,NO_SINGLE_JURISDICTION,NONE,ABILITY_TO_PAY_CONSIDERED_REDUCING,"The fine is set at 12,000 euros for a minor violation under Article 78.11 LGT in relation to Article 21 GDPR. Criteria considered include low social impact under Article 80.1.b LGT and the offender's financial situation under Article 80.2 LGT. No aggravating factors are identified.",ADMINISTRATIVE_FINE,NOT_APPLICABLE,NOT_APPLICABLE,OBJECTION,OBJECTION,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_APPLICABLE,SINGLE_JURISDICTION_DOMESTIC,NOT_DISCUSSED,NOT_APPLICABLE,ROUTINE_APPLICATION,NO_REFERENCES,,"Claimant filed complaint on May 16, 2020, against Audax Renovables for third unsolicited marketing call on May 15, 2020, despite Robinson list registration since 2010 blocking energy sector ads. AEPD determined Audax as controller responsible for calls by external agent, violating Article 21 GDPR right to object and Article 48.1.b LGT. Imposed 12,000 EUR fine for minor infraction, citing low social impact and financial situation; data deleted post-complaint but no filtering measures or claimant notification."
Spain_420,1/48  Procedure No.: PS / 00259/2020 RESOLUTION OF SANCTIONING PROCEDURE Of the procedure instructed by the Spanish Agency for Data Protection and with based on the following: BACKGROUND FIRST: D. A....,,True,x-ai/grok-4-fast:free,Spain_420.md,35353,2739,38092,ES,Agencia Española de Protección de Datos,NOT_DISCUSSED,NO,NOT_APPLICABLE,NO,"BANKIA, S.A.",ORGANIZATION,CONTROLLER,"LARGE_ENTERPRISE,MULTINATIONAL",NOT_APPLICABLE,6419,NO,NOT_APPLICABLE,COMPLAINT,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,"NEITHER,NOT_APPLICABLE",NOT_APPLICABLE,NOT_APPLICABLE,"NONE_MENTIONED,NOT_APPLICABLE",NOT_APPLICABLE,LAWFULNESS_FAIRNESS_TRANSPARENCY,LAWFULNESS_FAIRNESS_TRANSPARENCY,LEGITIMATE_INTERESTS,"LEGITIMATE_INTERESTS,CONTRACT",NOT_APPLICABLE,DATA_SUBJECT_INTERESTS_PREVAIL,"The AEPD determined that Bankia violated Article 6.1.f GDPR by processing the claimant's data for direct marketing via postal mail after the claimant objected in 2018, lacking a valid legal basis as legitimate interests did not prevail post-objection. The processing was deemed unlawful despite Bankia's claim it was generic contractual information.",50000,,BELOW_ALL_CAPS,NOT_SPECIFIED,"NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE,PREVIOUS_INFRINGEMENTS,OTHER_CIRCUMSTANCES",OTHER_CIRCUMSTANCES,NO_HARM_DOCUMENTED,NO_BENEFIT,PARTIAL_COOPERATION,NONE_MENTIONED,NONE_MENTIONED,NO_REPEAT_OFFENDER,NO_SINGLE_JURISDICTION,COMPLIANCE_ORDER,NOT_DISCUSSED,"The €50,000 fine reflects the seriousness of the Article 6.1.f violation, aggravated by the entity's size, data-intensive activity, negligence in qualifying marketing as non-processing, and prior infringements, but mitigated by the post-infraction merger. No harm or benefit was documented, and partial cooperation was noted. Proportionality was ensured despite the single known affected subject.","BRING_PROCESSING_INTO_COMPLIANCE,ADMINISTRATIVE_FINE",SPECIFIC_PURPOSE_LIMITATION,WITHIN_MONTH,OBJECTION,OBJECTION,NOT_APPLICABLE,NOT_APPLICABLE,YES_VOLUNTARY_APPOINTMENT,NO_ISSUES_FOUND,SINGLE_JURISDICTION_DOMESTIC,NOT_DISCUSSED,NOT_APPLICABLE,ROUTINE_APPLICATION,YES_SOME_REFERENCES,"WP217,WP253,WP203","Claimant, Bankia client, objected to marketing in 2018; Bankia confirmed compliance but sent 2020 postal envelope with mortgage ad on cover alongside account info, claiming generic non-personalized. AEPD ruled dual-purpose processing violated Article 6.1.f post-objection, no valid basis; fined €50,000, ordered end to such marketing for objectors."
Spain_421,1/18  Procedure No.: PS / 00261/2020 RESOLUTION OF SANCTIONING PROCEDURE Of the procedure instructed by the Spanish Agency for Data Protection and based on the following BACKGROUND FIRST: A.A.A. (her...,,True,x-ai/grok-4-fast:free,Spain_421.md,14574,2970,17544,ES,Spanish Agency for Data Protection,2020-11-13,NO,NOT_APPLICABLE,NO,RADIOTELEVISIÓN DEL PRINCIPADO DE ASTURIAS,ORGANIZATION,CONTROLLER,PUBLIC_SECTOR_BODY,REGIONAL_PROVINCIAL,60.20,NO,NOT_APPLICABLE,COMPLAINT,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,DATA_MINIMISATION,DATA_MINIMISATION,PUBLIC_TASK,PUBLIC_TASK,NOT_APPLICABLE,NOT_APPLICABLE,The decision finds a violation of Article 5.1.c due to video surveillance camera capturing unnecessary areas of an employee rest space beyond the security purpose of monitoring an entrance door. Article 6 public task basis is upheld for facility security but limited by data minimisation requirements.,20000,,BELOW_ALL_CAPS,ONGOING,"NATURE_GRAVITY_DURATION,INTENT_NEGLIGENCE","COOPERATION_WITH_AUTHORITY,MITIGATION_ACTIONS",NO_HARM_DOCUMENTED,NO_BENEFIT,FULL_COOPERATION,NONE_MENTIONED,NONE_MENTIONED,NOT_DISCUSSED,NO_SINGLE_JURISDICTION,NONE,NOT_DISCUSSED,"The 20,000 EUR fine for Article 5.1.c violation considers the nature of the captured rest area space and credited intentionality under Article 83.2.a and b. Reductions applied for voluntary payment and acknowledgment per Article 85 LPACAP, resulting in 16,000 EUR paid. The 6,000 EUR for Article 12 was similarly reduced and paid, terminating that part of the procedure.",ADMINISTRATIVE_FINE,NOT_APPLICABLE,NOT_APPLICABLE,INFORMATION_OBLIGATIONS,INFORMATION_OBLIGATIONS,INADEQUATE_RESPONSE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_APPLICABLE,SINGLE_JURISDICTION_DOMESTIC,NOT_DISCUSSED,NOT_APPLICABLE,ROUTINE_APPLICATION,NO_REFERENCES,AEPD Guide on the use of video cameras for security and other purposes (2019),"AEPD initiated sanctioning against RTPA, regional public broadcaster in Asturias, Spain, following 2020 complaint about 2017 workplace video footage retention and processing. Found Article 5.1.c violation for camera over-capturing employee rest area (coffee machines, seating, bulletin board) beyond necessary entrance security monitoring, imposing 20,000 EUR fine (paid reduced 16,000 EUR). Article 12 violated by outdated LOPD signage post-GDPR; 6,000 EUR fine paid reduced, procedure terminated; prior image retention prescribed."
Spain_422,1/12  File No.: PS/00261/2021 RESOLUTION OF PUNISHMENT PROCEDURE Of the procedure instructed by the Spanish Agency for Data Protection and based on to the following: BACKGROUND FIRST: D.A.A.A. (herei...,,True,x-ai/grok-4-fast:free,Spain_422.md,10924,2763,13687,ES,Spanish Agency for Data Protection,NOT_DISCUSSED,NO,NOT_APPLICABLE,NO,"Mederos Moviten, S.L.",ORGANIZATION,CONTROLLER,NOT_MENTIONED,NOT_APPLICABLE,NOT_MENTIONED,NO,NOT_APPLICABLE,COMPLAINT,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,LAWFULNESS_FAIRNESS_TRANSPARENCY,LAWFULNESS_FAIRNESS_TRANSPARENCY,"CONSENT,CONTRACT",CONTRACT,NOT_APPLICABLE,NOT_APPLICABLE,"The DPA determined that Mederos Moviten processed the claimant's personal data without a valid legal basis under Article 6 GDPR, as additional contracts were created and processed without consent or contractual necessity beyond the initial portability agreement. The entity was deemed the controller for independently determining the purposes and means of processing, failing to follow instructions from Vodafone as a processor would.",15000,,BELOW_ALL_CAPS,MONTHS,INTENT_NEGLIGENCE,NONE,YES_MATERIAL_HARM,NO_BENEFIT,PARTIAL_COOPERATION,NONE_MENTIONED,NONE_MENTIONED,NOT_DISCUSSED,NO_SINGLE_JURISDICTION,NONE,NOT_DISCUSSED,"The €15,000 fine was set considering the nature and gravity of the unlawful processing under Article 6, affecting one data subject with unauthorized contracts and extra charges, as a very serious infringement under Article 83.5.a GDPR. Aggravating factor was negligence due to lack of diligence in verifying legitimacy of data processing. No mitigating factors explicitly applied, and the amount ensures proportionality without reference to turnover.",ADMINISTRATIVE_FINE,NOT_APPLICABLE,NOT_APPLICABLE,NONE_DISCUSSED,NONE_VIOLATED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_APPLICABLE,SINGLE_JURISDICTION_DOMESTIC,NOT_DISCUSSED,NOT_APPLICABLE,ROUTINE_APPLICATION,YES_SOME_REFERENCES,EDPB Guidelines 07/2020 on the concepts of controller and processor in the GDPR,"Claimant D.A.A.A. contracted telecom portability via Mederos Moviten (Vodafone distributor) on Oct 14, 2020; four additional unsigned contracts (Oct 17/29, Nov 4, Dec 22, 2020) were created in his name, including third-party data, leading to unauthorized Vodafone Kit V-Home financing charges in Jan 2021. AEPD ruled Mederos unlawfully processed data without Article 6 basis, acting as controller by independently deciding purposes/means without Vodafone instructions, despite processor contract; imposed €15,000 fine for negligence under Article 83.5.a, based on gravity and diligence failure."
