startNodeId,endNodeId,type,decision_date,fine_amount
dpa_Spanish_Data_Protection_Agency,decision_Spain_226,DECIDED,,96000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_230,DECIDED,,600.0
dpa_Agencia_Española_de_Protección_de_Datos,decision_Spain_231,DECIDED,,18000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_232,DECIDED,,10000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_233,DECIDED,,120000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_235,DECIDED,,600.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_237,DECIDED,,42000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_240,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency_(AEPD),decision_Spain_238,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_239,DECIDED,,12000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_236,DECIDED,,180000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_241,DECIDED,,4000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_243,DECIDED,,900.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_242,DECIDED,,240000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_244,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_245,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_247,DECIDED,,6000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_246,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_250,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_248,DECIDED,,48000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_249,DECIDED,,70000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_252,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_251,DECIDED,,75000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_253,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_254,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_255,DECIDED,,75000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_259,DECIDED,,4000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_258,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_260,DECIDED,,
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_256,DECIDED,,24000.0
dpa_Agencia_Española_de_Protección_de_Datos,decision_Spain_261,DECIDED,,24000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_262,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_263,DECIDED,,1000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_264,DECIDED,,100000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_265,DECIDED,2020-07-16 00:00:00+00:00,1200.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_266,DECIDED,,10000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_267,DECIDED,,3000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_269,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_270,DECIDED,,
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_268,DECIDED,,1500000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_272,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_271,DECIDED,,500.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_273,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_274,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_275,DECIDED,2021-10-04 00:00:00+00:00,16000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_276,DECIDED,,1500.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_278,DECIDED,,
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_280,DECIDED,,0.0
dpa_Agencia_Española_de_Protección_de_Datos,decision_Spain_281,DECIDED,,6000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_279,DECIDED,,3000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_282,DECIDED,,5000.0
dpa_Spanish_Agency_for_Data_Protection_(AEPD),decision_Spain_277,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_288,DECIDED,,0.0
dpa_Agencia_Española_de_Protección_de_Datos,decision_Spain_289,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_283,DECIDED,,8150000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_287,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_285,DECIDED,,1000.0
dpa_Agencia_Española_de_Protección_de_Datos,decision_Spain_296,DECIDED,,3000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_290,DECIDED,,18000.0
dpa_Agencia_Española_de_Protección_de_Datos,decision_Spain_297,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_291,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_292,DECIDED,,60000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_294,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_293,DECIDED,2021-03-30 00:00:00+00:00,5000000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_295,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_298,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_300,DECIDED,,60000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_299,DECIDED,,30000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_303,DECIDED,,90000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_301,DECIDED,,132000.0
dpa_Agencia_Española_de_Protección_de_Datos,decision_Spain_302,DECIDED,2020-03-30 00:00:00+00:00,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_304,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_305,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_309,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_306,DECIDED,,3000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_312,DECIDED,,1800.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_307,DECIDED,,3000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_308,DECIDED,,44000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_311,DECIDED,,35000.0
dpa_STRING,decision_Spain_310,DECIDED,,
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_313,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_314,DECIDED,,24000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_315,DECIDED,,4000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_320,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_318,DECIDED,2021-09-27 00:00:00+00:00,40000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_317,DECIDED,,0.0
dpa_Agencia_Española_de_Protección_de_Datos,decision_Spain_316,DECIDED,,33000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_319,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_321,DECIDED,,55000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_323,DECIDED,,2000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_325,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_322,DECIDED,,3000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_327,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_324,DECIDED,,9000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_326,DECIDED,,2520000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_328,DECIDED,,6000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_329,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_332,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_330,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_331,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_334,DECIDED,,50000.0
dpa_Agencia_Española_de_Protección_de_Datos,decision_Spain_335,DECIDED,,1800.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_333,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_336,DECIDED,,0.0
dpa_Agencia_Española_de_Protección_de_Datos,decision_Spain_340,DECIDED,,9000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_337,DECIDED,,3000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_341,DECIDED,,20000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_338,DECIDED,,45000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_342,DECIDED,,25000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_343,DECIDED,,5000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_344,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_345,DECIDED,,
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_346,DECIDED,,600.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_347,DECIDED,,3000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_349,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_350,DECIDED,,3000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_348,DECIDED,,4200.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_351,DECIDED,,15000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_352,DECIDED,,45000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_353,DECIDED,2020-11-13 00:00:00+00:00,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_354,DECIDED,,3000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_355,DECIDED,,3000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_357,DECIDED,,2000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_356,DECIDED,,1200.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_358,DECIDED,,20000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_360,DECIDED,,1600.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_359,DECIDED,,600000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_362,DECIDED,,75000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_361,DECIDED,,45000.0
dpa_STRING,decision_Spain_365,DECIDED,,
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_364,DECIDED,,3000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_363,DECIDED,,25000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_367,DECIDED,,12000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_366,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_368,DECIDED,,1800.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_370,DECIDED,,2000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_369,DECIDED,,96000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_371,DECIDED,,56000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_372,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_373,DECIDED,,1600.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_375,DECIDED,,30000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_374,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_376,DECIDED,,40000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_378,DECIDED,,200000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_377,DECIDED,,1600.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_379,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_381,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_380,DECIDED,,45000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_382,DECIDED,,3000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_383,DECIDED,,2000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_384,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_387,DECIDED,,20000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_389,DECIDED,,48000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_388,DECIDED,,5000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_385,DECIDED,,6000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_386,DECIDED,,50000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_391,DECIDED,,1200.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_390,DECIDED,,40000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_392,DECIDED,,36000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_393,DECIDED,,100000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_394,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_396,DECIDED,,1500.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_397,DECIDED,,2100000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_395,DECIDED,,80000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_398,DECIDED,,60000.0
dpa_Agencia_Española_de_Protección_de_Datos_(AEPD),decision_Spain_406,DECIDED,2021-11-26 00:00:00+00:00,
dpa_Spanish_Data_Protection_Agency,decision_Spain_401,DECIDED,,7800.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_400,DECIDED,,50000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_402,DECIDED,,120000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_399,DECIDED,,12000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_405,DECIDED,,15000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_403,DECIDED,,75000.0
dpa_Agencia_Española_de_Protección_de_Datos,decision_Spain_404,DECIDED,2021-11-13 00:00:00+00:00,1500000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_408,DECIDED,,5000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_410,DECIDED,,3000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_409,DECIDED,,
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_411,DECIDED,,4000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_417,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_412,DECIDED,,1800.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_415,DECIDED,,50000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_414,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_418,DECIDED,2020-11-13 00:00:00+00:00,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_416,DECIDED,,5000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_419,DECIDED,,12000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_421,DECIDED,,20000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_420,DECIDED,2021-11-13 00:00:00+00:00,50000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_422,DECIDED,,15000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_423,DECIDED,,40000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_424,DECIDED,,900.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_426,DECIDED,,170000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_425,DECIDED,,2000000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_427,DECIDED,,900.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_428,DECIDED,,2000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_429,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_430,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_431,DECIDED,,2000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_432,DECIDED,,2000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_435,DECIDED,,1500.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_433,DECIDED,,1000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_436,DECIDED,,50000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_434,DECIDED,,3000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_438,DECIDED,,75000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_440,DECIDED,,9000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_437,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_441,DECIDED,,70000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_439,DECIDED,,1200.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_443,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_442,DECIDED,,50000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_446,DECIDED,,0.0
dpa_Agencia_Española_de_Protección_de_Datos,decision_Spain_444,DECIDED,,3000.0
dpa_STRING,decision_Spain_447,DECIDED,,
dpa_Spanish_Data_Protection_Agency,decision_Spain_445,DECIDED,2019-10-29 00:00:00+00:00,6000.0
dpa_STRING,decision_Spain_448,DECIDED,,
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_449,DECIDED,,30000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_451,DECIDED,,36000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_452,DECIDED,,2000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_450,DECIDED,,
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_453,DECIDED,,36000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_455,DECIDED,,30000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_454,DECIDED,,30000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_457,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_456,DECIDED,,
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_459,DECIDED,,2400.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_458,DECIDED,,100000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_461,DECIDED,2020-12-03 00:00:00+00:00,6000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_466,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_467,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_463,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_462,DECIDED,,300000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_460,DECIDED,,6000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_464,DECIDED,,10000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_465,DECIDED,,50000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_469,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_471,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_470,DECIDED,,4800.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_468,DECIDED,,
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_479,DECIDED,,30000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_472,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_473,DECIDED,,4000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_476,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_474,DECIDED,2021-01-18 00:00:00+00:00,3000.0
dpa_STRING,decision_Spain_475,DECIDED,,
dpa_Spanish_Data_Protection_Agency,decision_Spain_478,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_480,DECIDED,,0.0
dpa_Agencia_Española_de_Protección_de_Datos,decision_Spain_482,DECIDED,,30000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_481,DECIDED,,42000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_484,DECIDED,,1500.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_485,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_487,DECIDED,,20000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_483,DECIDED,,42000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_486,DECIDED,2021-07-27 00:00:00+00:00,120000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_490,DECIDED,,6000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_488,DECIDED,,0.0
dpa_STRING,decision_Spain_489,DECIDED,,
dpa_Spanish_Data_Protection_Agency,decision_Spain_492,DECIDED,,6000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_491,DECIDED,,200000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_493,DECIDED,2022-05-22 00:00:00+00:00,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_494,DECIDED,,20000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_496,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_495,DECIDED,,70000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_497,DECIDED,,3600.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_498,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_499,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_501,DECIDED,,3000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_500,DECIDED,,8000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_503,DECIDED,,25000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_506,DECIDED,,2000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_502,DECIDED,,3000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_504,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_505,DECIDED,,1500.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_509,DECIDED,,20000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_507,DECIDED,,3000.0
dpa_Spanish_Agency_of_Data_Protection,decision_Spain_508,DECIDED,,6000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_510,DECIDED,,60000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_511,DECIDED,,3000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_514,DECIDED,,0.0
dpa_STRING,decision_Spain_512,DECIDED,,
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_513,DECIDED,,50000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_515,DECIDED,2020-11-13 00:00:00+00:00,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_516,DECIDED,,3000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_522,DECIDED,,25000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_517,DECIDED,,1500.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_518,DECIDED,,100000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_519,DECIDED,,75000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_524,DECIDED,,0.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_525,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_521,DECIDED,,40000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_520,DECIDED,,54000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_523,DECIDED,,48000.0
dpa_NOT_DISCUSSED,decision_Spain_531,DECIDED,,
dpa_Spanish_Data_Protection_Agency,decision_Spain_526,DECIDED,,1500.0
dpa_STRING,decision_Spain_528,DECIDED,,
dpa_Agencia_Española_de_Protección_de_Datos,decision_Spain_527,DECIDED,,5000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_536,DECIDED,,5000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_532,DECIDED,,
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_529,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_533,DECIDED,,120000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_530,DECIDED,2021-10-04 00:00:00+00:00,60000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_534,DECIDED,,24000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_535,DECIDED,,2000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_537,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_539,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_541,DECIDED,,0.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_542,DECIDED,,90000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_544,DECIDED,,5000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_543,DECIDED,,3000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_540,DECIDED,,
dpa_Spanish_Data_Protection_Agency,decision_Spain_545,DECIDED,,70000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_546,DECIDED,,75000.0
dpa_Spanish_Data_Protection_Agency,decision_Spain_547,DECIDED,,80000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_549,DECIDED,,
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_551,DECIDED,,3000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_550,DECIDED,,3000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_552,DECIDED,,60000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_558,DECIDED,,
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_553,DECIDED,,1500.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_554,DECIDED,,50000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_555,DECIDED,,4000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_556,DECIDED,,16000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_559,DECIDED,,3000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_557,DECIDED,,150000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_562,DECIDED,,8000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_561,DECIDED,,3000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_563,DECIDED,2021-03-09 00:00:00+00:00,60000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_560,DECIDED,,
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_564,DECIDED,,8000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_565,DECIDED,,6000.0
dpa_Spanish_Agency_for_Data_Protection,decision_Spain_568,DECIDED,2021-12-23 00:00:00+00:00,56000.0
