decision_id,fine_imposed,fine_amount_log,fine_category,severe_measures,remedy_only,article5_violation,rights_violation,enforcement_outcome,fine_amount_log_missing
Romania_173,1,7.601402334583733,1,0,0,0,0,1,0
Iceland_6,0,0.0,0,0,0,0,1,0,0
Spain_146,1,9.210440366976517,1,1,0,1,1,2,0
Iceland_84,0,0.0,0,0,0,1,1,0,0
Romania_46,1,9.392745258631441,2,1,0,1,1,2,0
Italy_106,0,0.0,0,1,1,1,1,1,0
Slovenia_52,0,,-1,0,0,0,0,0,1
Sweden_41,0,0.0,0,1,1,1,0,1,0
Romania_119,1,7.601402334583733,1,1,0,1,1,2,0
Italy_12,0,0.0,0,0,0,0,1,0,0
Poland_41,1,8.05169778484652,1,1,0,1,1,2,0
Germany_21,1,8.517393171418904,1,0,1,0,1,1,0
Italy_255,1,13.815511557963774,3,1,0,1,1,2,0
Romania_73,1,8.294299608857235,1,1,0,1,1,2,0
Italy_180,1,10.596659732783579,2,1,0,1,1,2,0
Italy_53,1,10.819778284410283,2,1,0,1,1,2,0
Spain_557,1,11.918397239722838,3,1,0,1,0,2,0
Slovenia_7,0,0.0,0,0,0,0,1,0,0
Spain_332,0,0.0,0,0,0,1,0,0,0
Spain_498,0,0.0,0,1,1,1,0,1,0
Spain_494,1,9.90353755128617,2,1,0,1,1,2,0
Greece_10,0,0.0,0,1,1,0,1,1,0
Spain_477,0,,-1,0,0,0,0,0,1
Iceland_25,0,0.0,0,1,1,1,1,1,0
Italy_280,1,15.424948670398354,4,1,0,1,1,2,0
Romania_172,1,8.006700845440367,1,1,0,1,1,2,0
Germany_42,1,14.45736497045232,4,1,0,1,1,2,0
Latvia_9,1,13.997832948091215,4,1,0,1,1,2,0
Sweden_49,1,9.76428295481558,2,1,0,1,1,2,0
Ireland_8,1,10.819798284210286,2,0,0,0,0,1,0
Spain_447,1,0.6931471805599453,1,0,0,0,1,1,0
Ireland_32,0,0.0,0,0,0,0,1,0,0
Poland_47,1,10.911816754367589,2,1,0,1,0,2,0
Germany_38,0,,-1,0,0,1,1,0,1
Spain_87,0,0.0,0,0,0,0,1,0,0
Spain_531,1,4.110873864173311,1,0,0,0,1,1,0
Romania_80,1,6.90875477931522,1,1,0,0,1,2,0
France_58,0,0.0,0,0,0,0,1,0,0
Germany_2,0,0.0,0,0,0,1,1,0,0
Italy_265,0,0.0,0,1,1,1,1,1,0
Spain_422,1,9.61587214452889,2,1,0,1,1,2,0
Spain_525,0,0.0,0,0,0,0,1,0,0
Spain_530,1,11.002116507732017,2,1,0,1,1,2,0
Spain_599,0,0.0,0,0,1,0,1,0,0
Germany_35,0,0.0,0,1,1,1,1,1,0
Iceland_90,0,0.0,0,0,1,0,1,0,0
Spain_1,0,0.0,0,0,0,0,1,0,0
Italy_191,0,0.0,0,1,1,1,1,1,0
France_29,1,14.375126917328105,4,1,0,1,1,2,0
Spain_266,1,9.210440366976517,1,1,0,1,0,2,0
Italy_9,0,0.0,0,0,0,0,1,0,0
Spain_300,1,11.002116507732017,2,1,0,1,1,2,0
Italy_241,1,10.308985993422082,2,1,0,1,1,2,0
Spain_247,1,8.699681400989514,1,1,0,1,1,2,0
Spain_314,1,3.2188758248682006,1,1,0,1,1,2,0
Spain_382,1,8.006700845440367,1,1,0,1,1,2,0
Spain_7,0,0.0,0,0,0,0,1,0,0
Romania_166,1,9.611221657068029,2,1,0,1,0,2,0
Norway_29,1,9.787009914477434,2,1,0,1,1,2,0
Slovenia_66,0,0.0,0,1,1,1,1,1,0
Spain_533,1,11.695255355062795,3,1,0,1,1,2,0
Romania_12,1,11.51293546492023,2,1,0,1,1,2,0
Spain_48,0,0.0,0,0,0,0,1,0,0
Spain_80,1,9.546884034617925,2,1,0,1,1,2,0
Netherlands_4,1,13.07107218827772,3,1,0,1,0,2,0
Norway_48,1,9.317039990635239,2,1,0,1,1,2,0
Italy_15,1,16.63269022330622,4,1,0,1,1,2,0
Spain_10,0,0.0,0,1,1,0,1,1,0
Greece_108,1,2.772588722239781,1,1,0,1,1,2,0
Poland_30,1,15.175078968850721,4,1,0,1,1,2,0
Poland_65,1,1.7227665977411035,1,1,0,1,1,2,0
Iceland_45,1,8.824824939175638,1,1,0,1,1,2,0
Spain_617,0,0.0,0,0,0,0,1,0,0
Spain_168,0,0.0,0,0,1,1,0,0,0
Luxembourg_3,1,8.581294116822761,1,1,0,1,0,2,0
Spain_166,1,12.100717685412471,3,1,0,1,1,2,0
Slovenia_8,0,0.0,0,0,0,0,1,0,0
Hungary_24,1,7.170888478512505,1,1,1,1,1,2,0
Italy_292,0,0.0,0,1,1,1,1,1,0
Poland_26,1,5.864785764485566,1,1,0,1,0,2,0
Poland_27,1,9.24483841238375,2,1,0,1,0,2,0
Italy_40,1,9.798182590890704,2,1,0,1,1,2,0
Spain_358,1,9.90353755128617,2,1,0,1,1,2,0
Greece_40,1,6.089044875446846,1,1,0,1,1,2,0
Norway_10,1,11.619544188752133,3,1,0,1,1,2,0
Iceland_73,0,0.0,0,0,0,0,1,0,0
Spain_582,1,7.0909098220799835,1,1,0,1,1,2,0
Spain_38,1,11.884495917930655,3,1,0,1,0,2,0
Greece_107,0,,-1,0,0,0,0,0,1
France_30,1,12.899222326086994,3,1,0,1,1,2,0
Norway_69,0,0.0,0,1,1,1,1,1,0
Hungary_16,0,0.0,0,1,1,1,1,1,0
Spain_134,1,11.472113887062386,2,1,0,1,1,2,0
Romania_130,1,7.601402334583733,1,1,0,0,1,2,0
Poland_9,1,8.339300213972926,1,1,0,0,1,2,0
Spain_132,1,9.90353755128617,2,1,0,1,1,2,0
Norway_76,0,0.0,0,1,1,1,1,1,0
Norway_21,0,0.0,0,1,1,1,1,1,0
Italy_271,1,8.294299608857235,1,1,0,1,1,2,0
Spain_461,1,9.210440366976517,1,1,0,1,1,2,0
Spain_463,0,0.0,0,0,0,0,1,0,0
Spain_128,0,0.0,0,0,0,0,1,0,0
Iceland_10,0,0.0,0,0,1,1,1,0,0
Spain_316,1,4.02535169073515,1,1,0,1,1,2,0
France_65,1,11.918397239722838,3,0,0,0,1,1,0
Italy_275,1,8.517393171418904,1,0,0,0,0,1,0
Lithuania_11,1,4.709530201312334,1,1,0,1,1,2,0
Greece_100,1,11.918397239722838,3,1,0,1,1,2,0
Malta_1,0,0.0,0,1,1,1,1,1,0
Italy_49,0,0.0,0,1,1,0,1,1,0
Sweden_45,0,,-1,1,1,0,1,1,1
Hungary_22,1,9.65509029374725,2,1,0,1,1,2,0
Norway_14,0,0.0,0,1,1,1,1,1,0
Spain_29,0,0.0,0,0,0,0,1,0,0
Finland_25,0,0.0,0,1,1,1,0,1,0
Romania_56,1,8.853808274977197,1,1,0,1,1,2,0
United Kingdom_59,1,10.97679912709094,2,1,0,1,1,2,0
Latvia_6,1,6.90875477931522,1,1,0,0,1,2,0
Italy_230,1,9.90353755128617,2,1,0,1,1,2,0
Hungary_1,0,0.0,0,1,1,0,1,1,0
Italy_101,1,7.601402334583733,1,1,0,1,1,2,0
Spain_55,1,7.601402334583733,1,1,0,1,1,2,0
Norway_7,0,0.0,0,1,1,0,1,1,0
Ireland_13,1,4.836281906951478,1,1,0,1,0,2,0
Norway_44,1,9.093918908958932,1,1,0,1,1,2,0
Italy_120,1,8.699681400989514,1,1,0,1,1,2,0
Spain_405,1,9.61587214452889,2,1,0,1,1,2,0
Romania_151,1,7.5688956634069955,1,1,0,0,1,2,0
Spain_376,1,10.819798284210286,2,1,0,1,1,2,0
Spain_81,0,0.0,0,1,1,1,0,1,0
Spain_457,0,0.0,0,1,1,1,1,1,0
Spain_209,1,7.0909098220799835,1,1,0,1,1,2,0
Norway_43,1,9.499346567390095,2,1,0,1,1,2,0
Romania_135,1,6.904208998355477,1,1,0,0,1,2,0
Spain_218,1,12.206077645517674,3,1,0,1,1,2,0
Spain_19,0,0.0,0,0,0,0,1,0,0
Spain_607,0,0.0,0,1,1,1,1,1,0
Iceland_7,0,0.0,0,1,1,1,1,1,0
Greece_74,0,0.0,0,0,0,0,0,0,0
France_19,1,18.420680753952364,4,1,1,1,1,2,0
France_70,0,,-1,0,0,0,0,0,1
United Kingdom_37,0,0.0,0,1,1,1,1,1,0
Hungary_10,0,0.0,0,1,1,1,1,1,0
Spain_36,1,10.596659732783579,2,1,0,1,1,2,0
Italy_251,1,10.085850775128717,2,1,0,1,1,2,0
Sweden_13,0,0.0,0,1,1,1,0,1,0
Greece_115,0,0.0,0,1,1,1,1,1,0
Luxembourg_18,1,8.824824939175638,1,1,0,1,1,2,0
Sweden_33,0,0.0,0,0,1,1,0,0,0
Spain_340,1,9.105090961257085,1,1,0,1,0,2,0
Spain_428,1,7.601402334583733,1,1,0,1,1,2,0
Spain_117,0,0.0,0,0,1,1,1,0,0
Spain_230,1,6.398594934535208,1,1,0,1,0,2,0
Finland_28,1,11.51293546492023,2,0,0,0,0,1,0
Spain_5,0,0.0,0,0,0,0,1,0,0
Romania_153,1,7.601402334583733,1,1,0,1,1,2,0
Netherlands_35,0,0.0,0,0,1,1,0,0,0
Italy_103,1,9.210440366976517,1,1,0,0,1,2,0
Italy_26,1,9.210440366976517,1,1,0,1,1,2,0
Spain_138,1,7.313886831633462,1,1,0,1,1,2,0
Spain_391,1,7.601402334583733,1,1,0,1,0,2,0
Netherlands_24,1,13.493928313146206,3,1,0,1,1,2,0
Italy_302,1,10.596659732783579,2,1,0,1,0,2,0
Romania_171,1,9.609532512767432,2,1,0,1,1,2,0
Italy_293,1,9.210440366976517,1,1,0,1,0,2,0
Greece_21,1,3.713572066704308,1,0,0,0,0,1,0
Italy_69,1,7.601402334583733,1,1,0,1,1,2,0
Romania_109,1,8.006700845440367,1,1,0,1,1,2,0
Spain_550,1,8.006700845440367,1,1,0,1,1,2,0
Italy_121,1,8.699681400989514,1,1,0,1,1,2,0
Spain_208,1,10.933124826700707,2,1,0,1,1,2,0
United Kingdom_26,1,12.200562492481511,3,0,1,0,1,1,0
Iceland_43,0,0.0,0,1,1,1,1,1,0
Spain_356,1,7.601402334583733,1,1,0,1,1,2,0
Lithuania_8,0,0.0,0,1,1,1,1,1,0
Italy_235,1,8.006700845440367,1,1,0,1,1,2,0
Greece_33,1,7.601402334583733,1,1,0,1,1,2,0
Greece_24,1,7.601402334583733,1,0,0,0,0,1,0
Greece_85,1,5.017279836814924,1,1,1,1,1,2,0
Spain_238,0,0.0,0,1,1,1,1,1,0
France_33,1,12.100717685412471,3,1,0,1,0,2,0
Spain_589,0,0.0,0,0,1,0,1,0,0
Spain_20,0,0.0,0,0,0,0,1,0,0
Spain_368,1,7.496097345175956,1,1,0,1,1,2,0
Romania_45,1,6.90875477931522,1,1,0,0,1,2,0
Iceland_44,0,0.0,0,0,0,0,1,0,0
Norway_77,0,0.0,0,1,1,1,1,1,0
Greece_106,0,,-1,0,0,0,0,0,1
United Kingdom_27,1,12.075400019877522,3,1,0,1,1,2,0
France_24,1,9.90353755128617,2,1,0,1,1,2,0
Spain_449,1,3.4339872044851463,1,1,0,0,1,2,0
Spain_85,1,6.90875477931522,1,1,0,1,1,2,0
Spain_580,0,0.0,0,1,1,1,1,1,0
Spain_484,1,7.313886831633462,1,1,0,1,1,2,0
Poland_51,1,9.88078171500049,2,1,0,1,1,2,0
Italy_181,0,,-1,0,0,0,0,0,1
Spain_483,1,10.645448706505872,2,1,0,1,0,2,0
Sweden_6,0,0.0,0,1,1,1,1,1,0
Spain_522,1,3.258096538021482,1,1,0,0,1,2,0
Slovenia_13,0,0.0,0,0,0,0,1,0,0
Poland_19,0,0.0,0,1,1,1,1,1,0
Hungary_39,1,9.472781556562168,2,1,0,1,1,2,0
Romania_106,1,6.90875477931522,1,0,0,0,0,1,0
Greece_42,1,9.61587214452889,2,1,0,1,1,2,0
Ireland_15,1,11.608244735642321,3,0,0,0,1,1,0
Italy_122,1,9.90353755128617,2,1,0,1,1,2,0
Spain_378,1,12.206077645517674,3,1,0,1,1,2,0
Italy_88,1,10.596659732783579,2,1,0,1,1,2,0
Italy_231,1,11.918397239722838,3,1,0,1,1,2,0
Greece_121,0,0.0,0,1,1,0,1,1,0
Spain_240,0,0.0,0,0,0,0,1,0,0
Italy_173,1,9.90353755128617,2,0,0,0,0,1,0
Spain_244,0,0.0,0,0,0,0,1,0,0
Spain_312,1,8.006700845440367,1,1,0,0,1,2,0
Germany_6,1,12.468440756144114,3,0,0,0,1,1,0
Spain_222,1,11.695255355062795,3,1,0,1,1,2,0
Italy_75,1,8.160803920954665,1,1,0,1,1,2,0
Spain_435,1,7.313886831633462,1,1,0,0,1,2,0
Spain_624,0,0.0,0,1,1,1,1,1,0
Hungary_48,0,,-1,1,1,1,1,1,1
Finland_44,1,11.350418300109132,2,1,0,1,1,2,0
Netherlands_38,0,0.0,0,0,0,1,1,0,0
Hungary_49,0,0.0,0,1,1,1,1,1,0
Italy_123,1,10.915106645867503,2,1,0,1,1,2,0
Slovenia_78,0,0.0,0,1,1,0,1,1,0
Romania_149,1,8.006700845440367,1,0,0,0,0,1,0
Spain_425,1,14.508658238524095,4,1,0,1,1,2,0
Hungary_20,0,0.0,0,1,1,1,1,1,0
Spain_541,0,0.0,0,1,1,0,1,1,0
Poland_17,1,13.023120819927751,3,1,0,1,1,2,0
Italy_245,1,15.674871353150966,4,1,0,1,1,2,0
Iceland_34,0,0.0,0,1,1,1,1,1,0
Spain_232,1,9.210440366976517,1,1,0,1,1,2,0
Italy_268,1,8.987321812850125,1,1,0,1,1,2,0
Poland_43,1,11.334783481577926,2,1,0,1,1,2,0
Slovenia_18,0,0.0,0,0,0,0,1,0,0
Italy_178,1,11.51293546492023,2,1,0,1,1,2,0
Spain_568,1,10.933124826700707,2,1,0,1,1,2,0
Poland_59,0,0.0,0,1,1,1,1,1,0
Iceland_96,0,0.0,0,1,1,1,1,1,0
Hungary_26,1,10.165890277802454,2,1,0,1,1,2,0
Sweden_38,0,0.0,0,1,1,1,1,1,0
Spain_563,1,11.51293546492023,2,1,0,1,1,2,0
Hungary_53,0,0.0,0,1,1,1,1,1,0
Spain_262,0,0.0,0,1,1,1,0,1,0
Spain_476,0,0.0,0,0,0,0,1,0,0
United Kingdom_61,1,10.64830170765649,2,1,0,0,1,2,0
Greece_118,1,10.12667110305036,2,1,0,1,1,2,0
Spain_130,0,0.0,0,0,0,0,1,0,0
Spain_621,0,0.0,0,1,1,1,1,1,0
Spain_142,1,12.206077645517674,3,1,0,1,1,2,0
Sweden_40,0,0.0,0,1,1,1,1,1,0
Spain_169,1,8.006700845440367,1,1,0,1,1,2,0
Hungary_42,1,10.165890277802454,2,1,0,1,1,2,0
Greece_60,1,10.239995502805316,2,1,0,1,1,2,0
Italy_90,0,0.0,0,1,1,1,1,1,0
United Kingdom_28,1,11.159117834926688,2,1,0,1,1,2,0
Greece_96,1,8.006700845440367,1,1,0,1,1,2,0
Spain_409,0,,-1,1,1,1,1,1,1
Greece_17,0,0.0,0,1,1,1,1,1,0
Iceland_48,0,0.0,0,1,1,1,1,1,0
Spain_572,1,4.330733340286331,1,0,0,0,0,1,0
Poland_42,1,8.839421607620602,1,1,0,1,0,2,0
Spain_155,1,14.285514812209815,4,1,0,1,1,2,0
Italy_242,0,0.0,0,1,1,1,1,1,0
Spain_147,1,9.210440366976517,1,1,0,1,1,2,0
Iceland_8,0,0.0,0,1,1,1,0,1,0
Spain_534,1,3.2188758248682006,1,1,0,0,1,2,0
Spain_111,0,0.0,0,0,0,0,1,0,0
Poland_13,1,8.562352008313065,1,1,0,1,1,2,0
Slovenia_27,0,,-1,0,0,0,1,0,1
Italy_4,1,3.4339872044851463,1,1,0,1,0,2,0
Ireland_20,1,11.407576060361786,2,0,0,0,1,1,0
Ireland_11,1,10.292179440058462,2,0,0,0,1,1,0
Spain_569,1,9.392745258631441,2,1,0,1,1,2,0
Sweden_15,0,0.0,0,1,1,1,1,1,0
Norway_3,0,0.0,0,0,0,0,1,0,0
Spain_385,1,9.210440366976517,1,1,0,1,1,2,0
Greece_73,1,9.210440366976517,1,1,0,1,1,2,0
Hungary_21,1,13.384729180332174,3,1,0,1,1,2,0
Romania_134,1,5.017279836814924,1,1,0,1,1,2,0
Italy_269,1,5.993961427306569,1,1,0,1,1,2,0
Italy_196,1,10.596659732783579,2,1,0,0,1,2,0
Romania_53,1,8.512863833255008,1,1,0,1,0,2,0
Spain_267,1,8.006700845440367,1,1,0,1,1,2,0
Sweden_4,1,12.289958727201455,3,1,0,1,1,2,0
Italy_183,1,6.90875477931522,1,1,0,1,1,2,0
Italy_281,0,0.0,0,1,1,1,1,1,0
Ireland_31,1,19.659054977894186,4,0,0,0,1,1,0
Italy_74,1,9.210440366976517,1,1,0,1,1,2,0
Ireland_25,1,7.313886831633462,1,0,0,0,1,1,0
Spain_333,0,0.0,0,1,1,1,1,1,0
Spain_390,1,10.596659732783579,2,1,0,1,1,2,0
Spain_305,1,11.918397239722838,3,0,0,0,1,1,0
Germany_5,0,,-1,0,0,0,1,0,1
Ireland_2,0,,-1,0,0,0,0,0,1
Norway_25,1,11.39640288460621,2,1,0,1,1,2,0
Spain_554,1,10.819798284210286,2,1,0,0,1,2,0
Italy_2,1,17.140652580236743,4,1,0,1,1,2,0
Spain_501,1,8.006700845440367,1,1,0,0,1,2,0
Italy_189,1,9.210440366976517,1,1,0,1,1,2,0
Sweden_31,0,0.0,0,1,1,1,1,1,0
Italy_83,1,10.819798284210286,2,0,0,0,0,1,0
Italy_279,1,8.987321812850125,1,1,0,1,0,2,0
Ireland_28,1,11.51293546492023,2,0,0,0,1,1,0
France_36,1,18.826145858727198,4,1,0,1,1,2,0
Norway_51,1,9.499346567390095,2,1,0,1,1,2,0
Italy_164,1,9.61587214452889,2,1,0,1,1,2,0
Norway_78,1,9.499346567390095,2,1,0,1,1,2,0
Spain_514,0,0.0,0,1,1,0,1,1,0
Spain_141,1,12.206077645517674,3,0,0,0,1,1,0
Italy_290,0,0.0,0,1,1,1,1,1,0
Portugal_4,1,7.601402334583733,1,1,0,1,1,2,0
Greece_86,0,0.0,0,0,1,1,1,0,0
Germany_22,0,0.0,0,0,1,0,1,0,0
Sweden_18,1,10.323874113321294,2,1,0,1,1,2,0
Romania_160,1,7.596372213455551,1,0,0,0,0,1,0
Spain_406,1,13.815511557963774,3,1,1,0,1,2,0
Slovenia_20,0,0.0,0,0,0,0,1,0,0
Ireland_30,1,9.61587214452889,2,0,0,0,0,1,0
Hungary_47,1,7.244941546337007,1,1,0,1,1,2,0
Sweden_22,1,15.434106606359894,4,1,0,1,1,2,0
Italy_270,0,0.0,0,1,1,1,1,1,0
Spain_115,1,15.068273812173887,4,1,0,1,0,2,0
Romania_85,1,2.4849066497880004,1,1,0,0,1,2,0
Poland_18,1,9.1838937219612,1,1,0,1,1,2,0
United Kingdom_18,1,7.9023764842622475,1,1,0,1,1,2,0
Italy_236,1,8.699681400989514,1,1,0,1,1,2,0
Norway_68,1,10.192456296870509,2,1,0,1,1,2,0
Spain_118,1,8.517393171418904,1,1,0,1,1,2,0
Romania_62,1,6.90392796414775,1,1,0,0,1,2,0
Iceland_12,0,0.0,0,1,1,1,1,1,0
France_31,1,8.006700845440367,1,1,0,1,1,2,0
Greece_47,1,1.791759469228055,1,1,0,1,1,2,0
Greece_92,1,9.210440366976517,1,1,0,1,1,2,0
Iceland_2,0,0.0,0,0,0,0,1,0,0
Slovenia_56,1,10.12667110305036,2,0,0,0,0,1,0
Slovenia_4,0,0.0,0,0,0,0,1,0,0
Finland_42,0,0.0,0,1,1,1,1,1,0
Romania_61,1,7.601402334583733,1,1,0,1,1,2,0
Italy_105,1,6.90875477931522,1,1,0,1,1,2,0
Iceland_101,0,0.0,0,1,1,1,1,1,0
Romania_122,1,1.3862943611198906,1,1,0,1,1,2,0
Italy_62,1,13.592368256649284,3,1,0,1,1,2,0
Norway_34,1,16.001561947061912,4,1,0,1,1,2,0
Spain_263,1,6.90875477931522,1,1,0,1,1,2,0
Spain_125,1,10.819798284210286,2,1,0,1,1,2,0
Germany_25,0,,-1,1,0,1,0,1,1
Italy_197,1,6.90875477931522,1,1,0,1,1,2,0
Ireland_34,0,0.0,0,1,1,1,1,1,0
Spain_58,1,8.517393171418904,1,1,0,1,0,2,0
Ireland_35,0,0.0,0,1,1,1,1,1,0
Germany_29,0,,-1,1,0,1,1,1,1
Spain_444,1,8.006700845440367,1,1,0,1,1,2,0
Finland_32,0,0.0,0,1,1,1,1,1,0
Iceland_55,0,0.0,0,1,1,1,1,1,0
Romania_111,1,9.61067902892581,2,0,0,0,0,1,0
United Kingdom_53,1,12.075400019877522,3,1,1,1,1,2,0
Italy_73,1,16.811242881518265,4,1,0,1,1,2,0
Spain_591,0,0.0,0,0,1,0,1,0,0
Spain_203,1,8.294299608857235,1,1,0,1,1,2,0
Iceland_53,0,0.0,0,1,1,1,1,1,0
Spain_149,1,8.517393171418904,1,1,0,1,1,2,0
Italy_86,0,,-1,1,1,1,0,1,1
Spain_243,1,6.803505257608338,1,1,0,1,0,2,0
Romania_144,1,8.517393171418904,1,1,0,1,1,2,0
Sweden_16,0,0.0,0,1,1,1,1,1,0
United Kingdom_7,0,,-1,0,0,0,0,0,1
Spain_518,1,4.61512051684126,1,1,0,1,1,2,0
Slovenia_11,0,0.0,0,0,0,0,1,0,0
Poland_2,0,0.0,0,0,0,1,1,0,0
Italy_217,1,12.611541086966115,3,1,0,1,1,2,0
Hungary_35,1,11.205054290550551,2,1,0,1,1,2,0
Latvia_2,0,,-1,0,0,0,0,0,1
Spain_276,1,7.313886831633462,1,1,0,1,1,2,0
Italy_60,1,14.731801689838349,4,1,0,1,1,2,0
Spain_268,1,14.220976332738882,4,1,0,1,1,2,0
Iceland_56,0,0.0,0,0,0,0,1,0,0
Italy_108,1,14.151983508870947,4,1,0,1,1,2,0
Spain_246,0,0.0,0,1,1,1,1,1,0
Norway_83,0,0.0,0,0,0,0,1,0,0
Spain_231,1,9.798182590890704,2,1,0,1,1,2,0
Sweden_3,1,12.626429650198945,3,1,0,1,1,2,0
Greece_5,1,8.517393171418904,1,0,0,0,0,1,0
Spain_626,1,8.006700845440367,1,1,0,1,1,2,0
Romania_57,1,9.798182590890704,2,1,0,1,1,2,0
Netherlands_21,1,8.922791623969637,1,1,0,1,1,2,0
Poland_10,0,0.0,0,1,1,1,1,1,0
Spain_341,1,10.12667110305036,2,1,0,1,1,2,0
Spain_537,0,0.0,0,0,0,0,1,0,0
Iceland_49,0,0.0,0,1,1,1,1,1,0
Spain_60,1,2.3978952727983707,1,1,0,1,1,2,0
Iceland_19,0,,-1,0,0,1,1,0,1
Poland_8,1,8.501533211495113,1,1,0,0,1,2,0
Italy_157,1,7.601402334583733,1,1,0,1,1,2,0
Spain_396,1,7.313886831633462,1,1,0,1,1,2,0
Italy_24,0,0.0,0,0,0,0,1,0,0
Slovenia_31,0,0.0,0,0,0,0,1,0,0
Spain_277,0,0.0,0,1,1,1,1,1,0
Romania_169,1,1.0955409101436233,1,0,0,0,0,1,0
Iceland_52,0,0.0,0,1,1,1,1,1,0
Spain_129,1,8.294299608857235,1,1,0,1,1,2,0
Italy_67,1,12.899222326086994,3,1,0,1,1,2,0
Spain_610,0,0.0,0,0,0,0,1,0,0
Spain_615,0,0.0,0,0,0,0,1,0,0
Poland_7,1,7.990827442968514,1,1,0,0,1,2,0
Iceland_78,0,0.0,0,1,1,1,1,1,0
Norway_39,1,9.787009914477434,2,1,0,1,1,2,0
Germany_23,1,11.225256725762893,2,1,0,1,1,2,0
Spain_570,1,7.601402334583733,1,1,0,1,1,2,0
Spain_259,1,8.294299608857235,1,1,0,1,1,2,0
Greece_94,0,,-1,1,1,1,1,1,1
France_35,1,11.695255355062795,3,1,0,1,1,2,0
France_11,0,0.0,0,0,1,1,1,0,0
Romania_54,1,10.135689948338683,2,1,0,1,1,2,0
Spain_278,0,,-1,1,1,1,1,1,1
Spain_65,1,11.289794413577894,2,1,0,1,1,2,0
Italy_50,0,0.0,0,1,1,1,1,1,0
Spain_67,1,9.741027444837728,2,1,0,1,1,2,0
Poland_50,1,4.840416522240434,1,1,0,1,1,2,0
Spain_460,1,8.699681400989514,1,1,0,1,0,2,0
Iceland_24,0,0.0,0,1,1,1,1,1,0
Italy_190,1,11.156264806643742,2,1,0,1,1,2,0
Norway_49,1,10.480129006333248,2,1,0,1,1,2,0
Spain_470,1,8.987321812850125,1,1,0,1,1,2,0
Hungary_41,0,0.0,0,1,1,1,1,1,0
Poland_58,0,0.0,0,1,1,1,0,1,0
Spain_93,1,10.085850775128717,2,1,0,1,1,2,0
Germany_43,0,0.0,0,1,1,1,1,1,0
Netherlands_1,1,9.392745258631441,2,1,0,1,0,2,0
Norway_73,1,14.392124484065864,4,0,0,0,0,1,0
Poland_14,1,9.53249633228804,2,1,0,1,1,2,0
Spain_560,0,0.0,0,1,1,1,1,1,0
Poland_28,0,0.0,0,1,1,1,0,1,0
Norway_65,1,8.400884069015854,1,1,0,1,1,2,0
Spain_154,1,15.068273812173887,4,1,0,1,1,2,0
Spain_515,0,0.0,0,1,1,1,1,1,0
Spain_452,1,7.601402334583733,1,1,0,1,1,2,0
Romania_114,1,8.00202481821611,1,1,1,0,1,2,0
France_40,1,12.429220196836383,3,1,0,1,1,2,0
Norway_30,1,11.39640288460621,2,1,0,1,1,2,0
Romania_177,1,9.205749851641805,1,1,0,1,1,2,0
Finland_12,0,0.0,0,0,1,0,1,0,0
Spain_200,1,7.601402334583733,1,1,0,1,1,2,0
Greece_43,0,,-1,0,1,0,1,0,1
Romania_38,1,8.512703126143373,1,1,0,1,1,2,0
Norway_18,0,0.0,0,1,1,1,1,1,0
Greece_35,1,9.90353755128617,2,1,0,1,1,2,0
Italy_219,1,7.601402334583733,1,1,0,1,1,2,0
Spain_198,1,9.61587214452889,2,1,0,1,1,2,0
France_67,1,10.596659732783579,2,0,0,0,0,1,0
Spain_519,1,11.225256725762893,2,1,0,1,1,2,0
Spain_92,0,0.0,0,0,1,1,1,0,0
Greece_44,1,7.824445930877619,1,0,0,0,0,1,0
Germany_34,0,0.0,0,0,0,0,0,0,0
Hungary_51,0,,-1,0,0,0,0,0,1
Ireland_7,1,10.596659732783579,2,1,0,1,1,2,0
Romania_140,1,10.591747811522678,2,1,0,1,1,2,0
Italy_282,0,0.0,0,1,1,1,1,1,0
Italy_129,1,3.4339872044851463,1,1,0,1,1,2,0
Spain_585,0,,-1,1,1,1,1,1,1
Spain_46,0,0.0,0,1,1,1,1,1,0
Spain_366,0,0.0,0,1,1,1,1,1,0
Italy_153,1,8.517393171418904,1,1,0,1,1,2,0
Sweden_21,0,0.0,0,1,1,1,1,1,0
Iceland_67,0,0.0,0,0,0,0,1,0,0
Spain_402,1,11.695255355062795,3,1,0,1,1,2,0
Ireland_39,1,18.326370075470134,4,0,0,0,0,1,0
Spain_227,1,10.308985993422082,2,1,0,1,1,2,0
Italy_156,0,0.0,0,0,1,1,1,0,0
Spain_33,0,0.0,0,0,0,0,1,0,0
Spain_144,0,0.0,0,0,0,0,1,0,0
Spain_491,1,12.206077645517674,3,1,0,1,1,2,0
Spain_122,1,8.853808274977197,1,1,0,1,1,2,0
United Kingdom_45,0,0.0,0,1,1,0,1,1,0
Spain_28,0,0.0,0,0,0,0,1,0,0
Finland_13,0,0.0,0,1,1,1,1,1,0
Italy_130,0,0.0,0,1,1,1,0,1,0
Greece_30,0,0.0,0,0,1,0,1,0,0
Spain_6,0,0.0,0,0,0,0,1,0,0
Spain_113,1,11.156264806643742,2,1,0,1,1,2,0
Iceland_87,0,0.0,0,0,0,0,1,0,0
Spain_181,1,11.695255355062795,3,1,0,1,1,2,0
Iceland_60,0,,-1,1,1,1,1,1,1
Romania_131,1,7.596010513461654,1,1,0,1,1,2,0
Spain_474,1,1.791759469228055,1,1,0,1,0,2,0
