source,target,edge_type,category
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_459,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_461,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_470,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_472,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_473,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_481,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_485,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_492,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_491,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_493,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_496,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_497,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_500,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_507,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_508,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_515,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_521,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_526,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_527,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_533,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_530,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_544,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_540,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_547,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_553,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_556,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_559,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_564,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_566,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_573,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_581,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_582,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_583,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_616,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_621,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_620,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_624,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_618,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Spain_629,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Slovenia_43,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Slovenia_50,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Slovenia_55,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Slovenia_65,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_1,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_2,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_11,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_20,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_26,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_28,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_30,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_47,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_50,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_46,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_52,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_58,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_62,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_69,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_74,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_78,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_84,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_85,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_101,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_103,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_114,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_131,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_134,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_135,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_137,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_139,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_142,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_141,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_140,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_145,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_151,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_159,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_155,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_164,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_170,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_174,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Romania_175,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Portugal_5,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Portugal_10,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Portugal_12,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Poland_3,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Poland_10,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Poland_6,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Poland_13,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Poland_12,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Poland_14,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Poland_15,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Poland_18,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Poland_32,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Poland_31,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Poland_30,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Poland_34,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Poland_38,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Poland_36,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Poland_37,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Poland_43,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Poland_41,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Poland_48,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Poland_51,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Poland_49,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Poland_50,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Poland_52,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Poland_54,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Poland_55,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Poland_57,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Poland_56,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Poland_59,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Poland_60,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Poland_62,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Poland_61,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Poland_64,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Norway_5,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Norway_1,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Norway_7,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Norway_9,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Norway_10,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Norway_15,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Norway_16,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Norway_18,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Norway_27,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Norway_26,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Norway_34,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Norway_41,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Norway_39,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Norway_44,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Norway_48,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Norway_51,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Norway_64,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Norway_65,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Norway_70,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Norway_72,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Norway_74,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Norway_76,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Norway_77,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Norway_75,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Norway_82,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Netherlands_3,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Netherlands_24,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Netherlands_26,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Netherlands_28,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Netherlands_29,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Netherlands_31,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Netherlands_34,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Malta_1,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Netherlands_39,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Malta_12,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Luxembourg_5,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Luxembourg_8,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Luxembourg_11,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Luxembourg_14,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Luxembourg_18,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Luxembourg_23,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Luxembourg_22,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Lithuania_3,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Lithuania_10,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Lithuania_12,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Latvia_3,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Latvia_1,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Latvia_4,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Latvia_12,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Latvia_10,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Latvia_11,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Latvia_13,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Latvia_14,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_1,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_2,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_13,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_16,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_15,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_22,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_25,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_29,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_31,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_26,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_27,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_34,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_36,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_38,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_43,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_46,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_45,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_60,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_62,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_63,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_64,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_65,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_67,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_68,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_69,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_70,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_66,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_73,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_76,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_75,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_77,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_79,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_84,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_90,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_92,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_89,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_96,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_97,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_98,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_95,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_106,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_105,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_103,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_108,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_109,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_113,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_112,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_114,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_116,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_120,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_122,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_125,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_127,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_131,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_128,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_135,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_134,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_143,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_144,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_142,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_145,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_150,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_151,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_157,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_154,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_161,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_162,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_165,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_167,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_168,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_170,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_178,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_180,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_182,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_183,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_186,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_190,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_195,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_197,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_196,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_201,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_200,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_199,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_203,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_202,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_210,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_215,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_216,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_218,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_219,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_220,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_224,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_226,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_234,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_235,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_233,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_238,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_242,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_241,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_243,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_247,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_258,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_255,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_256,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_262,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_261,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_268,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_271,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_270,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_281,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_283,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_278,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_280,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_286,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_284,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_289,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_290,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_294,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_297,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_298,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_307,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_306,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_305,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Italy_314,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Ireland_1,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Ireland_19,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Ireland_29,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Ireland_44,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Iceland_1,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Iceland_7,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Iceland_10,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Iceland_16,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Iceland_36,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Iceland_43,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Iceland_50,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Iceland_51,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Iceland_52,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Iceland_54,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Iceland_91,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Iceland_95,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Iceland_98,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Iceland_101,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Hungary_4,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Hungary_7,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Hungary_6,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Hungary_5,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Hungary_8,violated,Data Subject Rights
Data Subject Rights::INFORMATION_OBLIGATIONS,Hungary_10,violated,Data Subject Rights
