A10_DefendantCount,A11_DefendantName,A12_DefendantRole,A12_DefendantRole__Controller,A12_DefendantRole__Joint_Controller,A12_DefendantRole__Processor,A12_DefendantRole__UNKNOWN,A13_InstitutionalIdentity,A14_EconomicSector,A15_DefendantCategory,A15_DefendantCategory__BUSINESS,A15_DefendantCategory__INDIVIDUAL,A15_DefendantCategory__NON_PROFIT,A15_DefendantCategory__OTHER,A15_DefendantCategory__PUBLIC_AUTHORITY,A15_DefendantCategory__UNKNOWN,A16_SensitiveData,A16_SensitiveData_bin,A17_SensitiveDataTypes,A18_Cookies,A18_Cookies_bin,A19_VulnerableSubjects,A1_Country,A20_LegalBasis,A21_DataTransfers,A21_DataTransfers_bin,A22_TransferMechanism,A23_HighRiskProcessing,A23_HighRiskProcessing_pos_bin,A24_PowerImbalance,A24_PowerImbalance_pos_bin,A25_SubjectsAffected,A26_InfringementDuration,A27_DamageEstablished,A27_DamageEstablished__Both,A27_DamageEstablished__Material_Damage,A27_DamageEstablished__Non_Material_Damage,A27_DamageEstablished__None,A27_DamageEstablished__Not_Assessed,A27_DamageEstablished__UNKNOWN,A27_DamageEstablished_pos_bin,A28_DPIARequired,A28_DPIARequired__Not_Assessed,A28_DPIARequired__Not_Required,A28_DPIARequired__Required_And_Conducted,A28_DPIARequired__Required_Not_Conducted,A28_DPIARequired__UNKNOWN,A28_DPIARequired_pos_bin,A29_SecurityMeasures,A29_SecurityMeasures__Adequate,A29_SecurityMeasures__Inadequate,A29_SecurityMeasures__Not_Evaluated,A29_SecurityMeasures__UNKNOWN,A29_SecurityMeasures_pos_bin,A2_Authority,A30_DataMinimization,A30_DataMinimization__Compliant,A30_DataMinimization__Not_Evaluated,A30_DataMinimization__UNKNOWN,A30_DataMinimization__Violated,A30_DataMinimization_pos_bin,A31_SubjectRightsRequests,A31_SubjectRightsRequests_bin,A32_RightsInvolved,A33_TransparencyObligations,A33_TransparencyObligations__Compliant,A33_TransparencyObligations__Not_Evaluated,A33_TransparencyObligations__UNKNOWN,A33_TransparencyObligations__Violated,A33_TransparencyObligations_pos_bin,A34_Art_12,A34_Art_13,A34_Art_14,A34_Art_15,A34_Art_17,A34_Art_21,A34_Art_24,A34_Art_25,A34_Art_28,A34_Art_30,A34_Art_32,A34_Art_33,A34_Art_34,A34_Art_35,A34_Art_5,A34_Art_6,A34_GDPREvaluated,A35_Art_12,A35_Art_13,A35_Art_14,A35_Art_15,A35_Art_17,A35_Art_21,A35_Art_24,A35_Art_25,A35_Art_28,A35_Art_30,A35_Art_32,A35_Art_33,A35_Art_34,A35_Art_35,A35_Art_5,A35_Art_6,A35_GDPRViolated,A36_NoInfringement,A36_NoInfringement_bin,A37_LegalBasisInvalid,A37_LegalBasisInvalid__N,A37_LegalBasisInvalid__Not_Evaluated,A37_LegalBasisInvalid__UNKNOWN,A37_LegalBasisInvalid__Y,A37_LegalBasisInvalid_pos_bin,A38_NegligenceEstablished,A38_NegligenceEstablished__N,A38_NegligenceEstablished__Not_Assessed,A38_NegligenceEstablished__UNKNOWN,A38_NegligenceEstablished__Y,A38_NegligenceEstablished_pos_bin,A39_ManagementAuthorization,A39_ManagementAuthorization__N,A39_ManagementAuthorization__Not_Assessed,A39_ManagementAuthorization__UNKNOWN,A39_ManagementAuthorization__Y,A39_ManagementAuthorization_pos_bin,A3_DecisionDate,A40_DefendantCooperation,A40_DefendantCooperation__Cooperative,A40_DefendantCooperation__Not_Discussed,A40_DefendantCooperation__Partially_Cooperative,A40_DefendantCooperation__UNKNOWN,A40_DefendantCooperation__Uncooperative,A40_DefendantCooperation_pos_bin,A41_MitigatingMeasures,A41_MitigatingMeasures__Before_Investigation,A41_MitigatingMeasures__During_Investigation,A41_MitigatingMeasures__None,A41_MitigatingMeasures__Not_Discussed,A41_MitigatingMeasures__UNKNOWN,A41_MitigatingMeasures_pos_bin,A42_PriorNonCompliance,A42_PriorNonCompliance__N,A42_PriorNonCompliance__Not_Assessed,A42_PriorNonCompliance__UNKNOWN,A42_PriorNonCompliance__Y,A42_PriorNonCompliance_pos_bin,A43_FinancialBenefit,A43_FinancialBenefit__N,A43_FinancialBenefit__Not_Assessed,A43_FinancialBenefit__UNKNOWN,A43_FinancialBenefit__Y,A43_FinancialBenefit_pos_bin,A44_PriorMeasuresConsidered,A45_SanctionType,A46_FineAmount,A46_FineAmount_EUR,A47_FineCurrency,A48_EDPBGuidelines,A48_EDPBGuidelines_bin,A49_FineCalculationFactors,A49_FineCalculationFactors__N,A49_FineCalculationFactors__N_A,A49_FineCalculationFactors__Partially,A49_FineCalculationFactors__Y,A49_FineCalculationFactors_bin,A4_CaseTrigger,A4_CaseTrigger__BREACH_NOTIFICATION,A4_CaseTrigger__COMPLAINT,A4_CaseTrigger__EX_OFFICIO_INVESTIGATION,A4_CaseTrigger__OTHER,A4_CaseTrigger__UNKNOWN,A50_CaseSummary,A5_CrossBorder,A5_CrossBorder_bin,A6_DPARole,A6_DPARole__Concerned_Authority,A6_DPARole__Lead_Authority,A6_DPARole__N_A,A7_IsAppeal,A7_IsAppeal_bin,A8_AppealSuccess,A8_AppealSuccess__N_A,A8_AppealSuccess__Successful,A8_AppealSuccess__Unsuccessful,A9_PriorInfringements,A9_PriorInfringements__DISCUSSED_NO_PRIOR_FOUND,A9_PriorInfringements__NOT_DISCUSSED,A9_PriorInfringements__PRIOR_INFRINGER_PRESENT,A9_PriorInfringements__UNKNOWN,ID,LegalBasis_Consent,LegalBasis_Contract,LegalBasis_Legal_Obligation,LegalBasis_Legitimate_Interest,LegalBasis_Public_Task,LegalBasis_Vital_Interests,Right_Access,Right_Automated_Decision_Making,Right_Erasure,Right_Objection,Right_Portability,Right_Rectification,Right_Restrict_Processing,Sanction_Compliance_Order,Sanction_Data_Flow_Suspension,Sanction_Fine,Sanction_None,Sanction_Other_Corrective_Measure,Sanction_Processing_Ban_Permanent,Sanction_Processing_Ban_Temporary,Sanction_Reprimand,Sanction_Warning,SensitiveType_Biometric,SensitiveType_Criminal,SensitiveType_Genetic,SensitiveType_Health,SensitiveType_Other,SensitiveType_Philosophical,SensitiveType_Political,SensitiveType_Racial_Ethnic,SensitiveType_Religious,SensitiveType_Sexual,SensitiveType_Trade_Union,TransferMech_Adequacy_Decision,TransferMech_Binding_Corporate_Rules,TransferMech_Certification,TransferMech_Derogation,TransferMech_None_Specified,TransferMech_Standard_Contractual_Clauses,VulnerableSubject_Children,VulnerableSubject_Elderly,VulnerableSubject_Employees,VulnerableSubject_Other_Vulnerable,VulnerableSubject_Patients,VulnerableSubject_Students,dataset_source
1.0,Telenor ASA,Controller,1,0,0,0,S.11 - Non-financial corporations,"Code: 7010, Description: Activities of head offices, Level: 4",BUSINESS,1,0,0,0,0,0,Y,1.0,"Health, Criminal",,,Employees,NO,Not_Specified,,,,Not_Assessed,,Y,1.0,,10 October 2020 to 28 January 2022,,0,0,0,0,0,0,,Not_Assessed,1,0,0,0,0,,Inadequate,0,1,0,0,0.0,Datatilsynet,Not_Evaluated,0,1,0,0,,,,,Not_Evaluated,0,1,0,0,,,,,,,,1.0,,,1.0,,,,,,,"Art. 24(1), Art. 24(2), Art. 30, Art. 37(7), Art. 38(1), Art. 38(2), Art. 38(3), Art. 39(1)",,,,,,,1.0,,,,,,,,,,"Art. 24(1), Art. 24(2), Art. 38(3), Art. 38(2), Art. 37(7)",Y,1,Not_Evaluated,0,1,0,0,,Y,0,0,0,1,1.0,Not_Assessed,0,1,0,0,,10-03-2025,Cooperative,1,0,0,0,0,1.0,During_Investigation,0,1,0,0,0,1.0,N,1,0,0,0,0.0,Not_Assessed,0,1,0,0,,Mitigating_Factor,"Fine, Reprimand, Compliance_Order",4000000.0,368000.0,NOK,Y,1.0,Y,0,0,0,1,1.0,EX_OFFICIO_INVESTIGATION,0,0,1,0,0,"Datatilsynet investigated Telenor ASA’s DPO setup and internal controls after anonymous tips, treating it as a cross-border case with Norway as LSA. It found breaches of Articles 24(1)-(2), 38(3), 38(2) and a partial breach of 37(7), issuing compliance orders, a reprimand for lack of direct reporting to top management, and a NOK 4,000,000 fine. The DPA cited inadequate organisational measures, unclear roles/records, insufficient DPO resourcing and reporting, while noting no proven damage and some remedial steps.",Y,1.0,Lead_Authority,0,1,0,N,0,,0,0,0,DISCUSSED_NO_PRIOR_FOUND,1,0,0,0,Norway_71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,dataNorway.csv
1.0,Statistics Norway,Controller,1,0,0,0,S.13 - General government,"Code: 8411, Description: General public administration activities, Level: 4",PUBLIC_AUTHORITY,0,0,0,0,1,0,,,,N,0.0,None_Mentioned,NO,Public_Task,N,0.0,,Not_Assessed,,Not_Discussed,,,2022-2023,Not_Assessed,0,0,0,0,1,0,,Required_And_Conducted,0,0,1,0,0,1.0,Adequate,1,0,0,0,1.0,The Norwegian Data Protection Authority,Violated,0,0,0,1,0.0,N,0.0,,Not_Evaluated,0,1,0,0,,,,,,,,,,,,,,,,1.0,1.0,"Art. 5(1)(b), Art. 5(1)(c), Art. 6(1)(c), Art. 6(1)(e), Art. 6(3)",,,,,,,,,,,,,,,,1.0,Art. 6(3),N,0,Y,0,0,0,1,1.0,Not_Assessed,0,1,0,0,,Not_Assessed,0,1,0,0,,26-04-2023,Cooperative,1,0,0,0,0,1.0,During_Investigation,0,1,0,0,0,1.0,N,1,0,0,0,0.0,Not_Assessed,0,1,0,0,,Mitigating_Factor,Processing_Ban_Temporary,0.0,0.0,EUR,N,0.0,,0,0,0,0,,COMPLAINT,0,1,0,0,0,The DPA banned Statistics Norway from processing near-real-time grocery receipt/bank data from four chains for consumption and diet statistics due to lack of sufficient supplementary legal basis under Article 6(3) GDPR. It found the planned large-scale linkage to individuals a very significant privacy intrusion and criticized inadequate purpose definition and data minimization. No fine was imposed; the corrective measure was a processing ban under Article 58(2)(f).,N,0.0,,0,0,0,N,0,,0,0,0,NOT_DISCUSSED,0,1,0,0,Norway_72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dataNorway.csv
1.0,Norwegian Labor and Welfare Agency (NAV),Controller,1,0,0,0,S.13 - General government,"Code: 8430, Description: Compulsory social security activities, Level: 4",PUBLIC_AUTHORITY,0,0,0,0,1,0,Y,1.0,"Health, Religious, Racial_Ethnic, Criminal",N,0.0,Other_Vulnerable,NO,Not_Specified,,,,Y,1.0,Not_Discussed,,3200000,"Many years, probably since establishment of NAV",Not_Assessed,0,0,0,0,1,0,,Not_Assessed,1,0,0,0,0,,Inadequate,0,1,0,0,0.0,Norwegian Data Protection Authority,Not_Evaluated,0,1,0,0,,N,0.0,,Not_Evaluated,0,1,0,0,,,,,,,,1.0,,,,1.0,,,,1.0,,"Art. 5(1)(f), Art. 5(2), Art. 24(1), Art. 24(2), Art. 32(1), Art. 32(2), Art. 32(4), Art. 32(1)(d)",,,,,,,1.0,,,,1.0,,,,1.0,,"Art. 5(1)(f), Art. 5(2), Art. 24(1), Art. 24(2), Art. 32(1), Art. 32(2), Art. 32(4), Art. 32(1)(d)",N,0,Not_Evaluated,0,1,0,0,,N,1,0,0,0,0.0,Not_Assessed,0,1,0,0,,27-11-2023,Cooperative,1,0,0,0,0,1.0,During_Investigation,0,1,0,0,0,1.0,Y,0,0,0,1,1.0,Not_Assessed,0,1,0,0,,Mitigating_Factor,"Fine, Compliance_Order",20000000.0,1840000.0,NOK,N,0.0,Y,0,0,0,1,1.0,EX_OFFICIO_INVESTIGATION,0,0,1,0,0,"The Norwegian DPA inspected NAV’s internal access control, logging, and governance, finding systemic failures in confidentiality and security under GDPR Articles 5, 24, and 32 affecting millions of data subjects. It notified orders to implement organizational and technical measures and an infringement fine of NOK 20 million, noting prior similar findings in 2007, 2010, and 2011 and characterizing the infringements as intentional. The reasoning relied on detailed Art. 83(2) factors, citing extensive, long-standing risks and highly sensitive data.",N,0.0,,0,0,0,N,0,,0,0,0,PRIOR_INFRINGER_PRESENT,0,0,1,0,Norway_74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,dataNorway.csv
1.0,Fast Candy AS,Controller,1,0,0,0,S.11 - Non-financial corporations,"Code: 4729, Description: Other retail sale of food in specialized stores, Level: 4",BUSINESS,1,0,0,0,0,0,N,0.0,,N,0.0,"Children, Employees",NO,Legitimate_Interest,N,0.0,,Not_Assessed,,Not_Discussed,,27,since November 2022,Not_Assessed,0,0,0,0,1,0,,Not_Assessed,1,0,0,0,0,,Not_Evaluated,0,0,1,0,,Datatilsynet,Not_Evaluated,0,1,0,0,,N,0.0,,Violated,0,0,0,1,0.0,1.0,1.0,,,,,1.0,,,,,,,,1.0,1.0,"Art. 5(1)(a), Art. 5(1)(b), Art. 5(1)(c), Art. 6(1), Art. 12, Art. 13, Art. 24",1.0,1.0,,,,,1.0,,,,,,,,,1.0,"Art. 6(1), Art. 12, Art. 13, Art. 24",Y,1,Y,0,0,0,1,1.0,Not_Assessed,0,1,0,0,,Not_Assessed,0,1,0,0,,05-09-2023,Cooperative,1,0,0,0,0,1.0,Not_Discussed,0,0,0,1,0,,Not_Assessed,0,1,0,0,,Not_Assessed,0,1,0,0,,Not_Considered,Compliance_Order,0.0,,,N,0.0,,0,0,0,0,,EX_OFFICIO_INVESTIGATION,0,0,1,0,0,"The Norwegian DPA inspected Fast Candy AS after tips about employee-targeting camera and audio surveillance affecting mainly under-18 workers. It found lawful monitoring of the customer area for theft/safety, but ordered cessation of surveillance behind the till and in the back room, removal of all audio and remote access, improved employee information and signage, reduced retention, and establishment of internal controls. The DPA cited violations of GDPR Articles 6(1), 12, 13, and 24.",N,0.0,,0,0,0,N,0,,0,0,0,NOT_DISCUSSED,0,1,0,0,Norway_75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,dataNorway.csv
1.0,Stavanger Arbeiderparti,Controller,1,0,0,0,S.15 - Non-profit institutions serving households (NPISH),"Code: 9492, Description: Activities of political organizations, Level: 4",NON_PROFIT,0,0,1,0,0,0,N,0.0,,N,0.0,None_Mentioned,NO,Legitimate_Interest,,,,N,0.0,Not_Discussed,,,One-off on 20-08-2023,Not_Assessed,0,0,0,0,1,0,,Not_Assessed,1,0,0,0,0,,Not_Evaluated,0,0,1,0,,The Norwegian Data Protection Authority,Not_Evaluated,0,1,0,0,,N,0.0,,Violated,0,0,0,1,0.0,,,1.0,,,,,,1.0,,,,,,1.0,1.0,"Art. 5(1)(b), Art. 5(2), Art. 6(1)(f), Art. 14, Art. 26, Art. 28(3)",,,1.0,,,,,,,,,,,,,1.0,"Art. 6(1)(f), Art. 14",N,0,Y,0,0,0,1,1.0,Not_Assessed,0,1,0,0,,Not_Assessed,0,1,0,0,,30-08-2024,Cooperative,1,0,0,0,0,1.0,Before_Investigation,1,0,0,0,0,1.0,Not_Assessed,0,1,0,0,,Not_Assessed,0,1,0,0,,Mitigating_Factor,Reprimand,0.0,,,N,0.0,,0,0,0,0,,COMPLAINT,0,1,0,0,0,"The Norwegian DPA reprimanded Stavanger Arbeiderparti for sending targeted political emails to parents using addresses obtained from the municipality under access to information rules. It found inadequate balancing for legitimate interests under Art. 6(1)(f) and a breach of transparency duties under Art. 14; the municipal disclosure was lawful, only email addresses were processed, and deletion occurred promptly. Considering low risk and mitigating factors, the DPA issued a reprimand without a fine.",N,0.0,,0,0,0,N,0,,0,0,0,NOT_DISCUSSED,0,1,0,0,Norway_76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dataNorway.csv
2.0,Meta Platforms Ireland Limited,Controller,1,0,0,0,S.11 - Non-financial corporations,,BUSINESS,1,0,0,0,0,0,,,,,,,NO,"Contract, Legitimate_Interest",,,,Not_Assessed,,Not_Discussed,,,ongoing since 2018,Not_Assessed,0,0,0,0,1,0,,Not_Assessed,1,0,0,0,0,,Not_Evaluated,0,0,1,0,,Datatilsynet,Not_Evaluated,0,1,0,0,,N,0.0,,Not_Evaluated,0,1,0,0,,,,,,,1.0,,,,,,,,,,1.0,"Art. 6(1), Art. 21, Art. 66(1), Art. 61(8)",,,,,,,,,,,,,,,,1.0,Art. 6(1),N,0,Y,0,0,0,1,1.0,Not_Assessed,0,1,0,0,,Not_Assessed,0,1,0,0,,14-07-2023,Not_Discussed,0,1,0,0,0,,Not_Discussed,0,0,0,1,0,,Y,0,0,0,1,1.0,Not_Assessed,0,1,0,0,,Not_Considered,"Fine, Compliance_Order, Processing_Ban_Temporary",1000000.0,92000.0,NOK,N,0.0,N,1,0,0,0,0.0,EX_OFFICIO_INVESTIGATION,0,0,1,0,0,"Datatilsynet issued a three-month temporary ban on Meta’s behavioral advertising in Norway based on GDPR Article 6(1)(b) and (f), invoking Article 66 emergency powers. The Oslo District Court rejected Meta’s request for a temporary injunction, noting ongoing cross‑border proceedings led by the DPC and finding no sufficient grounds for interim relief. A daily coercive fine of NOK 1,000,000 was imposed for non-compliance starting 14 August 2023.",Y,1.0,Concerned_Authority,1,0,0,N,0,,0,0,0,PRIOR_INFRINGER_PRESENT,0,0,1,0,Norway_77,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dataNorway.csv
1.0,The University of Agder,Controller,1,0,0,0,,"Code: 8530, Description: Higher education, Level: 4",,0,0,0,0,0,0,Y,1.0,Health,N,0.0,"Employees, Students",NO,Not_Specified,,,,Not_Assessed,,Not_Discussed,,14000,6 years,Not_Assessed,0,0,0,0,1,0,,Not_Assessed,1,0,0,0,0,,Inadequate,0,1,0,0,0.0,Norwegian Data Protection Authority,Not_Evaluated,0,1,0,0,,N,0.0,,Not_Evaluated,0,1,0,0,,,,,,,,1.0,,,,1.0,1.0,1.0,,1.0,,"Art. 5(1)(f), Art. 5(2), Art. 24, Art. 32, Art. 33, Art. 34",,,,,,,1.0,,,,1.0,,,,,,"Art. 24, Art. 32",N,0,Not_Evaluated,0,1,0,0,,Y,0,0,0,1,1.0,Not_Assessed,0,1,0,0,,04-09-2024,Cooperative,1,0,0,0,0,1.0,During_Investigation,0,1,0,0,0,1.0,Not_Assessed,0,1,0,0,,Not_Assessed,0,1,0,0,,Mitigating_Factor,Fine,150000.0,13800.0,NOK,N,0.0,Y,0,0,0,1,1.0,BREACH_NOTIFICATION,1,0,0,0,0,"UiA stored documents with personal and health data in open Microsoft Teams folders without access control since 2018, lacked adequate logging, and had insufficient internal routines and training. The DPA found negligence and violations of Articles 24 and 32, noting exposure of employees, students, and refugees’ data, but acknowledged prompt notification and remediation. A NOK 150,000 administrative fine was imposed.",N,0.0,,0,0,0,N,0,,0,0,0,NOT_DISCUSSED,0,1,0,0,Norway_78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,dataNorway.csv
1.0,NAV,Controller,1,0,0,0,S.13 - General government,"Code: 8430, Description: Social security administration, Level: 4",PUBLIC_AUTHORITY,0,0,0,0,1,0,,,,N,0.0,None_Mentioned,NO,"Legal_Obligation, Public_Task",N,0.0,,Not_Assessed,,Not_Discussed,,1,,Not_Assessed,0,0,0,0,1,0,,Not_Assessed,1,0,0,0,0,,Not_Evaluated,0,0,1,0,,Norwegian Privacy Board,Not_Evaluated,0,1,0,0,,Y,1.0,Erasure,Not_Evaluated,0,1,0,0,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,"Art. 17, Art. 21(1), Art. 6(1)(e), Art. 6(3), Art. 5(1)(b), Art. 57(1)(f)",,,,,,,,,,,,,,,,,,N,0,N,1,0,0,0,0.0,Not_Assessed,0,1,0,0,,Not_Assessed,0,1,0,0,,28-03-2023,Not_Discussed,0,1,0,0,0,,Not_Discussed,0,0,0,1,0,,Not_Assessed,0,1,0,0,,Not_Assessed,0,1,0,0,,Not_Considered,,0.0,,,N,0.0,,0,0,0,0,,COMPLAINT,0,1,0,0,0,"The Privacy Board overturned the DPA’s rejection for lateness, holding the delay excusable and confirming the DPA’s competence to handle Article 17 erasure requests. It then decided the merits, finding NAV’s continued storage lawful due to legal obligation and archival purposes in the public interest under GDPR Article 17(3)(b),(d) and Article 6(1)(e). A’s erasure request was therefore denied.",N,0.0,,0,0,0,Y,1,Successful,0,1,0,NOT_DISCUSSED,0,1,0,0,Norway_79,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dataNorway.csv
1.0,Getaround Norway AS (formerly Nabobil.no AS),Controller,1,0,0,0,S.11 - Non-financial corporations,,BUSINESS,1,0,0,0,0,0,N,0.0,,N,0.0,None_Mentioned,NO,Legitimate_Interest,,,,Not_Assessed,,Not_Discussed,,1,,Not_Assessed,0,0,0,0,1,0,,Not_Assessed,1,0,0,0,0,,Not_Evaluated,0,0,1,0,,Norwegian Privacy Board,Compliant,1,0,0,0,1.0,N,0.0,,Compliant,1,0,0,0,1.0,,,,,,,,,,,,,,,1.0,1.0,"Art. 6(1)(f), Art. 5(1)(c), Art. 4(7)",,,,,,,,,,,,,,,,,,Y,1,N,1,0,0,0,0.0,Not_Assessed,0,1,0,0,,Not_Assessed,0,1,0,0,,25-04-2023,Not_Discussed,0,1,0,0,0,,Before_Investigation,1,0,0,0,0,1.0,Not_Assessed,0,1,0,0,,Not_Assessed,0,1,0,0,,Mitigating_Factor,,0.0,,,N,0.0,,0,0,0,0,,COMPLAINT,0,1,0,0,0,"The Norwegian Privacy Board upheld the DPA’s decision that Getaround/Nabobil could lawfully conduct a credit assessment of a prospective renter under GDPR Article 6(1)(f). It found the processing necessary to mitigate financial risks such as deductibles, tolls, and other charges, and noted data minimization by limiting visibility of credit information. The appeal was rejected.",N,0.0,,0,0,0,Y,1,Unsuccessful,0,0,1,NOT_DISCUSSED,0,1,0,0,Norway_80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dataNorway.csv
3.0,OpenX,Processor,0,0,1,0,S.11 - Non-financial corporations,"Code: 7310, Description: Advertising, Level: 4",BUSINESS,1,0,0,0,0,0,Y,1.0,Sexual,Y,1.0,None_Mentioned,NO,Consent,,,,Not_Assessed,,Not_Discussed,,,,Not_Assessed,0,0,0,0,1,0,,Not_Assessed,1,0,0,0,0,,Not_Evaluated,0,0,1,0,,The Privacy Board,Not_Evaluated,0,1,0,0,,N,0.0,,Not_Evaluated,0,1,0,0,,,,,,,,,,,,,,,,,,"Art. 58(1), Art. 57(1)(a), Art. 57(1)(f), Art. 95, Art. 64(2), Art. 4(1)",,,,,,,,,,,,,,,,,,N,0,Not_Evaluated,0,1,0,0,,Not_Assessed,0,1,0,0,,Not_Assessed,0,1,0,0,,07-09-2020,Not_Discussed,0,1,0,0,0,,Not_Discussed,0,0,0,1,0,,Not_Assessed,0,1,0,0,,Not_Assessed,0,1,0,0,,Not_Considered,Compliance_Order,0.0,,,N,0.0,,0,0,0,0,,COMPLAINT,0,1,0,0,0,"OpenX appealed a Norwegian Data Protection Authority order to provide information, arguing that only the National Communications Authority had competence under the Electronic Communications Act for cookie-like technologies. The Privacy Board held that while ePrivacy rules cover storage/access on devices, GDPR still applies to subsequent processing and the DPA has authority under Articles 57 and 58 to demand information. The Board rejected the appeal and ordered OpenX to provide the requested report.",N,0.0,,0,0,0,Y,1,Unsuccessful,0,0,1,NOT_DISCUSSED,0,1,0,0,Norway_81,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,dataNorway.csv
1.0,X AS,Controller,1,0,0,0,S.11 - Non-financial corporations,,BUSINESS,1,0,0,0,0,0,N,0.0,,N,0.0,Employees,NO,Legitimate_Interest,N,0.0,,Not_Assessed,,Not_Discussed,,,Five weeks (18 February to 25 March 2019),Not_Assessed,0,0,0,0,1,0,,Not_Assessed,1,0,0,0,0,,Inadequate,0,1,0,0,0.0,Personvernnemnda,Not_Evaluated,0,1,0,0,,Y,1.0,Objection,Violated,0,0,0,1,0.0,,1.0,,,,1.0,1.0,,,,,,,,1.0,1.0,"Art. 5(2), Art. 6, Art. 13, Art. 21, Art. 24",,1.0,,,,1.0,1.0,,,,,,,,,1.0,"Art. 6, Art. 13, Art. 21, Art. 24",N,0,Y,0,0,0,1,1.0,N,1,0,0,0,0.0,,0,0,0,0,,22-06-2021,Not_Discussed,0,1,0,0,0,,During_Investigation,0,1,0,0,0,1.0,N,1,0,0,0,0.0,,0,0,0,0,,Not_Considered,"Fine, Compliance_Order",250000.0,23000.0,NOK,N,0.0,Y,0,0,0,1,1.0,COMPLAINT,0,1,0,0,0,"The case concerns X AS’s unlawful automatic forwarding and monitoring of an employee’s email for five weeks without a valid legal basis, failure to assess her objection, and lack of information. The DPA imposed a fine and an order to improve routines; on appeal, the Privacy Board upheld liability but reduced the fine from NOK 400,000 to NOK 250,000 due to excessive case processing time. The Board emphasized the seriousness of continuous email monitoring, including private emails, and considered Art. 83(2) factors.",N,0.0,,0,0,0,Y,1,Successful,0,1,0,NOT_DISCUSSED,0,1,0,0,Norway_82,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,dataNorway.csv
1.0,Child Protection Service in X municipality,Controller,1,0,0,0,S.1313 - Local government,"Code: 8411, Description: General public administration activities, Level: 4",PUBLIC_AUTHORITY,0,0,0,0,1,0,Y,1.0,Racial_Ethnic,N,0.0,Children,NO,"Legal_Obligation, Public_Task",N,0.0,,Not_Assessed,,Not_Discussed,,,Not specified,Not_Assessed,0,0,0,0,1,0,,Not_Assessed,1,0,0,0,0,,Not_Evaluated,0,0,1,0,,The Norwegian Privacy Board,Not_Evaluated,0,1,0,0,,Y,1.0,Erasure,Not_Evaluated,0,1,0,0,,,,,,1.0,1.0,,,,,,,,,1.0,,"Art. 17, Art. 5(1)(b), Art. 21(1), Art. 89(1)",,,,,,,,,,,,,,,,,,Y,1,N,1,0,0,0,0.0,Not_Assessed,0,1,0,0,,Not_Assessed,0,1,0,0,,28-02-2023,Cooperative,1,0,0,0,0,1.0,Not_Discussed,0,0,0,1,0,,N,1,0,0,0,0.0,Not_Assessed,0,1,0,0,,Not_Considered,,0.0,,,N,0.0,,0,0,0,0,,COMPLAINT,0,1,0,0,0,"A appealed the Norwegian DPA’s refusal to order deletion of a note in his son’s child welfare record stating the father’s ethnic minority background. The Board held that archiving obligations and public-interest archival purposes under national law and GDPR Article 17(3)(b),(d) prevented deletion, and that the information was necessary to understand the case context. The DPA’s decision was upheld and the appeal was rejected.",N,0.0,,0,0,0,Y,1,Unsuccessful,0,0,1,NOT_DISCUSSED,0,1,0,0,Norway_83,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,dataNorway.csv
