outcome,feature_a,feature_b,importance
fine_log1p,raw_q36_Defendant_installed_video_surveillance_cameras_that_excessively_recorded_public_space_without_proper_signage_violating_data_minimization_and_transparency_principles,raw_q41_NATURE_GRAVITY_DURATION_INTENT_NEGLIGENCE_COOPERATION_WITH_AUTHORITY_MANNER_BECAME_KNOWN,0.0008542450876757641
fine_log1p,decision_date_raw_2022_02_14,q36_text_The_Council_failed_to_respond_to_251_out_of_511_subject_access_requests_within_statutory_deadlines_violating_Articles_12_3_15_1_and_15_3_of_the_UK_GDPR,0.000854245087675764
fine_log1p,raw_q36_Defendant_violated_data_minimization_principle_by_collecting_unnecessary_personal_data_and_violated_Article_9_1_GDPR_by_processing_special_category_data_without_legal_basis,raw_q68_Spanish_DPA_fined_Segurcaixa_Adeslas_300_000_for_sending_marketing_emails_without_legal_basis_to_a_complainant_on_the_Robinson_list_failing_to_respond_to_deletion_requests_under_Article_17_GDPR_and_lacking_proper_data_processing_agreements_with_insurance_agents_under_Article_28_GDPR_The_violations_were_continuous_and_negligent,0.0008540408241996452
fine_log1p,q52_text_Initial_fine_of_50_000_reduced_to_40_000_due_to_voluntary_payment_Aggravating_factor_negligence_in_identity_verification_Mitigating_factor_immediate_cancellation_of_services_and_debt_payment,raw_q41_NATURE_GRAVITY_DURATION_INTENT_NEGLIGENCE_COOPERATION_WITH_AUTHORITY_MANNER_BECAME_KNOWN,0.0008529301398845418
fine_log1p,decision_date_raw_2022_02_14,raw_q68_A_Spanish_cafe_bar_was_fined_2000_for_installing_a_video_surveillance_camera_that_captured_images_of_third_parties_in_a_transit_area_without_justification_violating_GDPR_Article_5_1_c_on_data_minimization_with_aggravating_factors_including_prior_infringement_and_lack_of_cooperation,0.0008529301398845417
fine_log1p,raw_q36_Defendant_violated_Article_5_1_f_GDPR_by_failing_to_ensure_confidentiality_of_personal_data_in_a_mediation_report_and_Article_32_GDPR_by_lacking_appropriate_security_measures_to_prevent_unauthorized_disclosure,raw_q52_Initial_proposed_fine_of_2000_reduced_by_20_for_voluntary_payment_and_another_20_for_acknowledgment_of_responsibility_resulting_in_1200_final_fine_aggravating_factors_included_nature_gravity_and_negligence_mitigating_factors_included_cooperation_and_corrective_actions,0.0008504839041278319
fine_log1p,isic_code_R900,q36_text_The_defendant_failed_to_provide_complete_information_required_by_Article_13_GDPR_at_the_time_of_data_collection_and_did_not_implement_appropriate_technical_and_organizational_measures_to_ensure_confidentiality_violating_Articles_13_and_25_1_GDPR,0.0008504839041278318
fine_log1p,decision_year,raw_q43_NO_HARM_DOCUMENTED,0.0008460452513129416
fine_log1p,remedy_only_case,q41_aggrav_NATURE_GRAVITY_DURATION,0.0008459875274135066
fine_log1p,q46_vuln_FINANCIALLY_VULNERABLE,q57_rights_violated_INFORMATION_OBLIGATIONS,0.0008433336468411807
fine_log1p,q56_rights_discussed_NONE_DISCUSSED,raw_q14_OVER_1B,0.0008432274176597208
fine_log1p,raw_q36_Defendant_violated_data_minimization_principle_by_collecting_excessive_ID_copies_and_failed_to_provide_adequate_information_under_Article_13_GDPR,raw_q67_Recitals_39_75_76_83_of_GDPR,0.0008420550401141444
fine_log1p,raw_q36_Defendant_violated_Article_14_GDPR_by_failing_to_provide_complete_information_to_data_subjects_when_obtaining_data_from_third_parties_though_processing_was_deemed_lawful_under_legitimate_interests,raw_q68_Spanish_DPA_fined_company_4_000_for_failing_to_respond_to_information_requests_during_investigation_violating_Article_58_1_GDPR_ordered_compliance_within_10_days,0.00084149821089441
fine_log1p,isic_code_R94_Activities_of_membership_organisations,q36_text_The_City_Council_processed_personal_data_without_a_legal_basis_under_Article_6_GDPR_by_communicating_a_third_party_s_debt_to_the_claimant_and_requesting_his_data_from_INSS_failing_to_verify_the_marital_property_regime_beforehand,0.0008398585700032233
fine_log1p,raw_q36_Defendant_installed_video_surveillance_cameras_in_common_areas_without_legal_basis_under_Article_6_1_and_failed_to_provide_required_information_under_Article_13_violating_principles_of_lawfulness_and_transparency,raw_q52_Initial_proposed_fine_of_2000_reduced_by_40_to_1200_due_to_voluntary_payment_and_acknowledgment_of_liability_Fine_calculated_based_on_violation_of_Article_13_GDPR,0.0008398585700032231
fine_log1p,decision_date_2025_06_24_00_00_00_00_00,q36_text_The_defendant_failed_to_adapt_its_privacy_policy_to_GDPR_requirements_and_lacked_a_Data_Protection_Officer_until_after_the_procedure_began_violating_transparency_and_accountability_principles,0.0008394580365804788
fine_log1p,raw_q36_Defendant_violated_Article_14_GDPR_by_failing_to_provide_complete_information_to_data_subjects_when_obtaining_data_from_third_parties_though_processing_was_deemed_lawful_under_legitimate_interests,raw_q47_DATA_DELETION,0.0008394580365804786
fine_log1p,q30_discussed_ACCOUNTABILITY,raw_q39_BELOW_ALL_CAPS,0.0008388053720150475
fine_log1p,q10_org_class_NON_PROFIT,raw_q33_NO_BASIS_CLAIMED,0.0008375235433381432
fine_log1p,raw_q43_NOT_DISCUSSED,turnover_status_NOT_MENTIONED,0.000837287482193227
fine_log1p,q41_aggrav_INTENT_NEGLIGENCE,isic_desc_MISSING,0.0008357034174461401
fine_log1p,remedy_only_case,raw_q41_NATURE_GRAVITY_DURATION,0.0008345876000142791
fine_log1p,raw_q36_Defendant_violated_data_minimization_and_storage_limitation_by_excessively_collecting_and_storing_personal_data_including_scanned_documents_beyond_necessity_failed_to_properly_manage_erasure_requests_and_provide_adequate_responses,raw_q68_A_mother_filed_a_complaint_against_CaixaBank_for_failing_to_provide_requested_account_information_of_her_minor_daughter_and_improperly_disclosing_data_of_another_daughter_The_Spanish_DPA_found_a_violation_of_Article_32_1_GDPR_due_to_inadequate_security_measures_imposing_a_25_000_fine_and_a_compliance_order_to_prevent_future_incidents,0.0008340547323725721
fine_log1p,q52_tokens,schema_echo_fields_Q10_Q11_Q12_Q13_Q14_Q15_Q16_Q17_Q18_Q19_Q20_Q21_Q22_Q23_Q24_Q25_Q26_Q27_Q28_Q29_Q3_Q30_Q31_Q32_Q33_Q34_Q35_Q36_Q37_Q38_Q39_Q4_Q40_Q41_Q42_Q43_Q44_Q45_Q46_Q47_Q48_Q49_Q5_Q50_Q51_Q52_Q53_Q54_Q55_Q56_Q57_Q58_Q59_Q6_Q60_Q61_Q62_Q63_Q64_Q65_Q66_Q67_Q68_Q8_Q9,0.0008291167215905929
fine_log1p,raw_q38_MISSING,raw_q39_BELOW_ALL_CAPS,0.0008258819135396468
fine_log1p,q10_org_class_NOT_MENTIONED,q50_other_measures_COMPLIANCE_ORDER,0.0008258402072874192
fine_log1p,turnover_raw_168251493,q36_text_The_DPA_found_violations_of_Article_5_1_a_due_to_unfairness_in_monitoring_employees_changing_in_alarm_stands_without_masking_and_Article_5_1_c_due_to_excessive_24_7_real_time_surveillance_beyond_necessary_purposes_Legal_basis_under_Article_6_1_e_was_upheld_for_public_task_necessity,0.0008257103482337863
fine_log1p,raw_q36_Defendant_processed_personal_data_names_and_photographs_without_legal_basis_under_Article_6_GDPR_No_valid_consent_or_legitimate_interests_justification_was_established_for_publishing_identifiable_data_of_three_individuals_in_a_brochure,raw_q52_Fine_imposed_for_non_cooperation_with_DPA_investigation_no_specific_calculation_details_provided_beyond_the_fixed_amount_for_the_violation,0.0008257103482337861
fine_log1p,raw_q36_Defendant_installed_video_surveillance_cameras_in_common_areas_without_legal_basis_under_Article_6_1_and_failed_to_provide_required_information_under_Article_13_violating_principles_of_lawfulness_and_transparency,raw_q68_Romanian_DPA_fined_Tehnoplus_Industry_SRL_5000_EUR_for_excessive_GPS_monitoring_of_employee_without_proper_legal_basis_information_or_storage_limits_ordered_compliance_reassessment_and_data_limitation,0.0008246162815632547
fine_log1p,raw_q36_Defendant_processed_claimant_s_bank_account_data_without_any_lawful_basis_under_Article_6_GDPR_failed_to_ensure_data_accuracy_and_violated_right_to_erasure_by_not_fully_deleting_unlawfully_processed_data,raw_q68_Profi_Rom_Food_Srl_fined_10_000_for_sharing_employee_ID_data_without_legal_basis_and_warned_for_security_failures_after_employee_leaked_video_data_via_WhatsApp_DPA_ordered_compliance_measures_and_training,0.0008242722589993437
fine_log1p,q10_org_class_NON_PROFIT,q32_bases_CONSENT,0.0008240778849826155
fine_log1p,q52_tokens,q46_vuln_EMPLOYEES,0.0008219879677211565
fine_log1p,dpa_name_raw_Spanish_Data_Protection_Agency,isic_code_STRING,0.000821273569730229
fine_log1p,raw_q36_Defendant_installed_video_surveillance_cameras_capturing_excessive_images_of_public_roads_and_private_areas_without_justification_violating_data_minimization_principle_and_failed_to_provide_required_information_to_data_subjects,raw_q68_Polish_DPA_fined_PNP_Sp_ka_Akcyjna_EUR_5000_for_failing_to_cooperate_and_provide_information_requested_during_complaint_investigation_violating_Articles_31_and_58_1_e_GDPR_violation_was_continuous_from_October_2019_deemed_serious_due_to_hindering_proceedings,0.0008194227320606451
fine_log1p,raw_q36_Defendant_violated_Article_13_GDPR_by_lacking_a_privacy_policy_on_its_website_failing_to_provide_required_information_to_data_subjects_Also_violated_LSSI_Article_22_2_by_not_having_a_cookies_policy_or_obtaining_consent_for_cookies,raw_q68_A_mother_filed_a_complaint_against_CaixaBank_for_failing_to_provide_requested_account_information_of_her_minor_daughter_and_improperly_disclosing_data_of_another_daughter_The_Spanish_DPA_found_a_violation_of_Article_32_1_GDPR_due_to_inadequate_security_measures_imposing_a_25_000_fine_and_a_compliance_order_to_prevent_future_incidents,0.0008183930831935724
fine_log1p,raw_q36_The_decision_does_not_discuss_GDPR_Article_5_or_6_principles_it_focuses_on_LSSI_cookie_consent_violations,raw_q68_Non_binding_opinion_addressing_employer_processing_of_employee_COVID_19_test_data_and_health_card_numbers_discusses_legal_bases_under_GDPR_Article_6_and_9_emphasizes_problematic_consent_in_employment_contexts_references_EDPB_guidelines_and_advises_on_purpose_limitation_and_data_minimization_principles,0.0008154593009889301
fine_log1p,q30_discussed_ACCOUNTABILITY,q47_remedial_POLICY_CHANGES,0.0008123347748507561
fine_log1p,remedy_only_case,raw_q45_FULL_COOPERATION,0.0008119067694271771
fine_log1p,q25_sensitive_data_ARTICLE_10_CRIMINAL,q32_bases_CONSENT,0.000811582716492063
fine_log1p,raw_q36_The_decision_did_not_find_violations_of_GDPR_Articles_5_or_6_as_the_website_in_question_no_longer_existed_and_redirected_to_a_different_entity_s_site_making_the_original_complaint_moot,raw_q68_Polish_DPA_fined_Chief_National_Surveyor_12_732_for_failing_to_notify_a_48_hour_disclosure_of_land_register_numbers_personal_data_on_its_website_and_not_informing_data_subjects_despite_explicit_DPA_instruction_violations_were_intentional_and_repeat_offenses,0.0008108186815518676
fine_log1p,q10_org_class_LARGE_ENTERPRISE,raw_q45_NOT_DISCUSSED,0.0008098973865595399
fine_log1p,q57_rights_violated_ACCESS,fine_raw_0,0.0008084214259010666
fine_log1p,q68_tokens,raw_q43_YES_MATERIAL_HARM,0.0008081137283269121
fine_log1p,q67_tokens,raw_q55_WITHIN_MONTH,0.0008073506774619682
fine_log1p,q41_aggrav_NATURE_GRAVITY_DURATION,q46_vuln_CHILDREN,0.0008067887752580149
fine_log1p,q32_bases_NONE_DISCUSSED,raw_q38_MISSING,0.0008063254697946586
fine_log1p,q52_tokens,q25_sensitive_data_ARTICLE_9_SPECIAL_CATEGORY,0.0008052295036922733
fine_log1p,q31_violated_ACCOUNTABILITY,raw_q33_NOT_MENTIONED,0.0008038872844007731
fine_log1p,n_corrective_measures,q30_discussed_SECURITY,0.0008037715982379051
fine_log1p,raw_q36_Defendant_failed_to_provide_adequate_privacy_policy_information_on_multiple_website_forms_collecting_personal_data_violating_Article_13_transparency_requirements,raw_q68_A_Spanish_cafe_bar_was_fined_2000_for_installing_a_video_surveillance_camera_that_captured_images_of_third_parties_in_a_transit_area_without_justification_violating_GDPR_Article_5_1_c_on_data_minimization_with_aggravating_factors_including_prior_infringement_and_lack_of_cooperation,0.0008037254681336861
fine_log1p,q46_vuln_CHILDREN,q47_remedial_POLICY_CHANGES,0.0008021172131600567
fine_log1p,q52_tokens,q32_bases_CONSENT,0.0008018653696041796
fine_log1p,raw_q24_NOT_APPLICABLE,raw_q45_FULL_COOPERATION,0.0008003875537505455
fine_log1p,raw_q36_Defendant_failed_to_respond_to_data_subject_s_access_request_regarding_medical_history_violating_Article_15_GDPR_and_security_accountability_principles_by_ignoring_both_the_request_and_subsequent_Agency_requirements,q57_rights_violated_known_RECTIFICATION_INFORMATION_OBLIGATIONS,0.0007985150938000849
fine_log1p,q68_tokens,raw_q48_NOT_DISCUSSED,0.0007962133620071717
fine_log1p,q41_aggrav_INTENT_NEGLIGENCE,raw_q44_NO_BENEFIT,0.0007952132804696345
fine_log1p,q10_org_class_LARGE_ENTERPRISE,q32_bases_LEGITIMATE_INTERESTS,0.0007950004879119386
fine_log1p,q41_aggrav_INTENT_NEGLIGENCE,raw_q33_NOT_MENTIONED,0.0007948817862221827
fine_log1p,q68_tokens,raw_q38_MISSING,0.0007944603773792074
fine_log1p,q30_discussed_PURPOSE_LIMITATION,raw_q40_YEARS,0.0007941987750831706
fine_log1p,raw_q31_ACCOUNTABILITY,art33_notification_timeliness_status_UNCLEAR,0.00079387138633261
fine_log1p,q10_org_class_PUBLIC_SECTOR_BODY,raw_q13_NO,0.0007924260443948484
fine_log1p,q68_tokens,q32_bases_LEGAL_OBLIGATION,0.0007919158010524493
fine_log1p,remedy_only_case,raw_q10_NOT_APPLICABLE,0.0007911424648478438
fine_log1p,q25_sensitive_data_NEITHER,raw_q3_NOT_DISCUSSED,0.0007872819492107282
fine_log1p,raw_q39_BELOW_ALL_CAPS,raw_q66_NO_REFERENCES,0.0007870993703566555
fine_log1p,q52_tokens,raw_q43_YES_MATERIAL_HARM,0.000786663193258203
fine_log1p,q67_tokens,raw_q40_YEARS,0.0007859480673074342
fine_log1p,q68_tokens,q46_vuln_EMPLOYEES,0.0007838578162230289
fine_log1p,q36_tokens,raw_q60_NOT_DISCUSSED,0.0007829003725875172
fine_log1p,decision_date_raw_2021_12_13,q36_text_The_DPA_expressed_concerns_about_whether_the_planned_data_processing_involves_personal_data_rather_than_anonymized_data_emphasizing_the_need_for_a_proper_legal_basis_if_personal_data_is_processed_and_highlighted_risks_related_to_electronic_communications_and_location_data_anonymization,0.0007828310705815049
fine_log1p,raw_q36_Defendant_processed_GPS_data_without_legal_basis_failed_to_inform_data_subject_used_excessive_storage_and_lacked_less_intrusive_alternatives_for_timekeeping_purposes,raw_q41_NATURE_GRAVITY_DURATION_INTENT_NEGLIGENCE_CONNECTION_ACTIVITY_PROCESSING,0.0007828310705814913
fine_log1p,q68_text_The_Slovenian_DPA_provided_a_non_binding_opinion_on_a_proposed_COVID_19_data_analysis_system_questioning_whether_the_data_was_truly_anonymized_emphasizing_the_need_for_a_legal_basis_if_personal_data_is_involved_and_citing_constitutional_protections_for_communication_privacy,raw_q68_A_medical_clinic_used_a_laser_thermometer_at_its_entrance_during_COVID_19_making_body_temperature_results_visible_to_others_in_the_waiting_area_violating_GDPR_confidentiality_principles_The_Spanish_DPA_imposed_a_30_000_fine_for_breaches_of_Articles_5_1_f_and_32_citing_negligence_and_health_data_sensitivity_despite_the_defendant_s_claim_that_no_data_processing_occurred,0.0007826125108129606
fine_log1p,q52_text_Initial_fine_set_at_2_000_for_deliberate_use_of_another_s_image_for_deception_reduced_to_1_200_due_to_voluntary_payment_and_recognition_of_responsibility_applying_cumulative_20_reductions,q56_rights_discussed_known_ACCESS_ERASURE,0.0007826125108129602
fine_log1p,q52_text_No_fine_was_imposed_due_to_the_public_sector_status_of_the_defendant_corrective_measures_were_ordered_instead_considering_the_nature_of_the_violations_and_the_defendant_s_cooperation_and_mitigation_actions,raw_q68_A_mother_filed_a_complaint_against_CaixaBank_for_failing_to_provide_requested_account_information_of_her_minor_daughter_and_improperly_disclosing_data_of_another_daughter_The_Spanish_DPA_found_a_violation_of_Article_32_1_GDPR_due_to_inadequate_security_measures_imposing_a_25_000_fine_and_a_compliance_order_to_prevent_future_incidents,0.0007807707358946473
fine_log1p,q52_text_Initial_fine_set_at_40_000_for_lack_of_diligence_in_verifying_identity_reduced_to_24_000_due_to_voluntary_payment_and_acknowledgment_of_responsibility_within_hearing_period,raw_q68_Polish_DPA_fined_Chief_National_Surveyor_12_732_for_failing_to_notify_a_48_hour_disclosure_of_land_register_numbers_personal_data_on_its_website_and_not_informing_data_subjects_despite_explicit_DPA_instruction_violations_were_intentional_and_repeat_offenses,0.0007807707358946473
fine_log1p,q30_discussed_LAWFULNESS_FAIRNESS_TRANSPARENCY,raw_q53_ADMINISTRATIVE_FINE,0.0007806603132615801
fine_log1p,raw_q39_NOT_APPLICABLE,raw_q50_COMPLIANCE_ORDER,0.00078050408171775
fine_log1p,dpa_name_raw_Spanish_Agency_for_Data_Protection,raw_q10_PUBLIC_SECTOR_BODY,0.000779875332900069
fine_log1p,raw_q36_Defendant_violated_data_minimization_and_storage_limitation_by_excessively_collecting_and_storing_personal_data_including_scanned_documents_beyond_necessity_failed_to_properly_manage_erasure_requests_and_provide_adequate_responses,raw_q68_Polish_DPA_fined_Chief_National_Surveyor_12_732_for_failing_to_notify_a_48_hour_disclosure_of_land_register_numbers_personal_data_on_its_website_and_not_informing_data_subjects_despite_explicit_DPA_instruction_violations_were_intentional_and_repeat_offenses,0.0007794990837302587
fine_log1p,q47_remedial_POLICY_CHANGES,raw_q43_NO_HARM_DOCUMENTED,0.0007780959932630315
fine_log1p,q36_tokens,raw_q10_SME_NOT_MENTIONED_1,0.0007776938416096122
fine_log1p,q68_tokens,q67_text_NOT_DISCUSSED,0.0007774464693464176
fine_log1p,raw_q36_Defendant_installed_video_surveillance_cameras_in_common_areas_without_legal_basis_under_Article_6_1_and_failed_to_provide_required_information_under_Article_13_violating_principles_of_lawfulness_and_transparency,raw_q68_Spanish_DPA_fined_company_4_000_for_failing_to_respond_to_information_requests_during_investigation_violating_Article_58_1_GDPR_ordered_compliance_within_10_days,0.0007772969985583719
fine_log1p,q64_transfer_violations_NO_ADEQUATE_SAFEGUARDS,q36_text_Trygg_Hansa_violated_Article_5_1f_and_32_1_by_failing_to_implement_appropriate_security_measures_allowing_unauthorized_access_to_sensitive_customer_data_over_an_extended_period,0.0007761391974358922
fine_log1p,raw_q36_The_decision_addresses_a_violation_of_the_right_to_object_under_Article_21_GDPR_in_the_context_of_unsolicited_commercial_calls_No_detailed_analysis_of_Article_5_or_6_principles_is_provided_beyond_linking_to_legitimate_interests_for_marketing,raw_q37_50000,0.0007761391974358922
fine_log1p,q52_tokens,isic_desc_MISSING,0.0007755382382629193
fine_log1p,q36_tokens,raw_q43_YES_MATERIAL_HARM,0.0007740491174638264
fine_log1p,n_corrective_measures,q47_remedial_POLICY_CHANGES,0.0007712449519538688
fine_log1p,raw_q36_Defendant_failed_to_provide_adequate_privacy_policy_information_on_multiple_website_forms_collecting_personal_data_violating_Article_13_transparency_requirements,raw_q68_A_mother_filed_a_complaint_against_CaixaBank_for_failing_to_provide_requested_account_information_of_her_minor_daughter_and_improperly_disclosing_data_of_another_daughter_The_Spanish_DPA_found_a_violation_of_Article_32_1_GDPR_due_to_inadequate_security_measures_imposing_a_25_000_fine_and_a_compliance_order_to_prevent_future_incidents,0.0007704536157803842
fine_log1p,raw_q43_NO_HARM_DOCUMENTED,raw_q43_YES_MATERIAL_HARM,0.0007699138572445052
fine_log1p,turnover_raw_168251493,q52_text_TYPE_No_fine_was_imposed_due_to_KRY_s_cooperation_mitigation_efforts_and_the_DPA_s_assessment_that_an_order_for_compliance_was_proportionate_aggravating_factors_included_the_nature_of_violations_and_sensitive_data_while_mitigating_factors_included_KRY_s_actions_to_improve,0.000768464639994589
fine_log1p,raw_q38_2177703000,raw_q52_Fine_imposed_for_non_cooperation_with_DPA_investigation_no_specific_calculation_details_provided_beyond_the_fixed_amount_for_the_violation,0.0007684646399945887
fine_log1p,q52_tokens,q31_violated_ACCOUNTABILITY,0.000767213422929715
fine_log1p,q10_org_class_NON_PROFIT,raw_q40_MONTHS,0.0007667554936603567
fine_log1p,q10_org_class_NON_PROFIT,q47_remedial_POLICY_CHANGES,0.0007653572839946624
fine_log1p,q57_rights_violated_ERASURE,raw_q41_NATURE_GRAVITY_DURATION,0.0007652037081545221
fine_log1p,raw_q39_BELOW_ALL_CAPS,raw_q48_NOT_DISCUSSED,0.0007649544208827692
fine_log1p,remedy_only_case,raw_q10_SME,0.0007643606517464174
fine_log1p,q52_tokens,q10_org_class_NON_PROFIT,0.0007629263717588519
fine_log1p,q46_vuln_CHILDREN,raw_q43_NOT_DISCUSSED,0.000760688115386327
fine_log1p,country_code_RO,fine_raw_0,0.000760276956196859
fine_log1p,q10_org_class_LARGE_ENTERPRISE,raw_q40_YEARS,0.0007596141139036721
fine_log1p,q52_tokens,q10_org_class_known_LARGE_ENTERPRISE_MULTINATIONAL,0.0007576888747332404
fine_log1p,remedy_only_case,q67_text_NOT_DISCUSSED,0.0007560219754800403
fine_log1p,raw_q10_PUBLIC_SECTOR_BODY,raw_q43_NO_HARM_DOCUMENTED,0.0007555047173824092
fine_log1p,q30_discussed_SECURITY,raw_q50_COMPLIANCE_ORDER,0.0007487940244756764
fine_log1p,n_principles_discussed,raw_q39_BELOW_ALL_CAPS,0.0007478378194219639
fine_log1p,q30_discussed_ACCOUNTABILITY,q57_rights_violated_ERASURE,0.0007474702244310828
fine_log1p,q41_aggrav_INTENT_NEGLIGENCE,raw_q14_OVER_1B,0.0007472445408076807
fine_log1p,raw_q36_Defendant_unlawfully_processed_personal_data_by_including_claimant_s_data_in_credit_information_system_without_legal_basis_as_the_debt_was_not_true_overdue_or_enforceable_violating_Article_6_1_GDPR,q54_scopes_unknown_MISSING,0.0007471479558340498
fine_log1p,q47_remedial_POLICY_CHANGES,raw_q45_NOT_DISCUSSED,0.0007463521066575024
fine_log1p,q52_text_No_fine_was_imposed_as_the_DPA_found_the_processing_compliant_with_data_protection_regulations_after_the_defendant_conducted_a_required_impact_assessment_and_implemented_appropriate_measures,raw_q68_IMY_reprimanded_Trionic_Sverige_AB_for_unlawfully_disclosing_complainant_s_data_without_legal_basis_under_Article_6_1_and_insufficient_recipient_information_under_Article_13_1_e_considering_it_a_minor_infringement_with_no_fine_due_to_limited_impact_and_cooperation,0.0007458969641869729
fine_log1p,n_corrective_measures,raw_q44_NO_BENEFIT,0.0007447606899833913
fine_log1p,q36_tokens,fine_raw_0,0.0007433053933221099
fine_log1p,q67_tokens,raw_q48_NOT_DISCUSSED,0.0007425577791695486
fine_log1p,q10_org_class_NOT_MENTIONED,raw_q43_NOT_DISCUSSED,0.00074118553401805
fine_log1p,schema_echo_flag,q31_violated_DATA_MINIMISATION,0.0007401908125404576
fine_log1p,n_corrective_measures,q46_vuln_CHILDREN,0.0007401407022689264
fine_log1p,isic_code_STRING,raw_q57_NONE_VIOLATED,0.0007393264146001781
fine_log1p,q10_org_class_SME,q30_discussed_PURPOSE_LIMITATION,0.0007382277522643569
fine_log1p,q46_vuln_CHILDREN,raw_q43_YES_NON_MATERIAL_HARM,0.0007372750226999939
fine_log1p,raw_q36_Defendant_installed_video_surveillance_cameras_capturing_images_beyond_private_property_violating_data_minimization_principle_under_Article_5_1_c_GDPR_by_processing_excessive_personal_data_not_strictly_necessary_for_security_purposes,q61_dpo_issues_known_NOT_APPLICABLE,0.0007318778573685201
fine_log1p,q10_org_class_NON_PROFIT,q41_aggrav_INTENT_NEGLIGENCE,0.0007304622662010971
fine_log1p,q10_org_class_LARGE_ENTERPRISE,q41_aggrav_NATURE_GRAVITY_DURATION,0.000728876093469541
fine_log1p,raw_q24_NOT_APPLICABLE,raw_q33_NOT_APPLICABLE,0.0007278739484110861
fine_log1p,decision_year,n_corrective_measures,0.0007273729746770425
fine_log1p,q68_tokens,q10_org_class_PUBLIC_SECTOR_BODY,0.0007271629620758123
fine_log1p,q32_bases_LEGITIMATE_INTERESTS,q50_other_measures_NONE,0.0007266193588552013
fine_log1p,q10_org_class_LARGE_ENTERPRISE,raw_q43_NOT_DISCUSSED,0.0007263796378801123
fine_log1p,raw_q10_PUBLIC_SECTOR_BODY,raw_q14_OVER_1B,0.0007237341675183608
fine_log1p,q50_other_measures_COMPLIANCE_ORDER,turnover_status_NOT_MENTIONED,0.0007235955266541971
fine_log1p,country_code_RO,raw_q40_YEARS,0.00072247462184324
fine_log1p,q10_org_class_PUBLIC_SECTOR_BODY,dpa_name_raw_Spanish_Data_Protection_Agency,0.0007223265673433843
fine_log1p,art33_notification_required_note_MISSING,raw_q52_Initial_proposed_fine_of_2000_reduced_by_40_to_1200_due_to_voluntary_payment_and_acknowledgment_of_liability_Fine_calculated_based_on_violation_of_Article_13_GDPR,0.0007214687019010332
fine_log1p,isic_code_R94_Activities_of_membership_organisations,q57_rights_violated_known_RECTIFICATION_INFORMATION_OBLIGATIONS,0.0007214687019010332
fine_log1p,q46_vuln_CHILDREN,raw_q3_NOT_DISCUSSED,0.0007214673567548741
fine_log1p,q30_discussed_ACCOUNTABILITY,raw_q43_YES_NON_MATERIAL_HARM,0.0007176156489911111
fine_log1p,q41_aggrav_NONE,q41_aggrav_known_NATURE_GRAVITY_DURATION_INTENT_NEGLIGENCE_DATA_CATEGORIES_AFFECTED,0.0007165921814424099
fine_log1p,raw_q33_NOT_MENTIONED,raw_q43_YES_NON_MATERIAL_HARM,0.0007157801386338639
fine_log1p,q56_rights_discussed_NONE_DISCUSSED,raw_q43_NOT_DISCUSSED,0.0007148919596496354
fine_log1p,q10_org_class_SME,q10_org_class_LARGE_ENTERPRISE,0.0007142118713316422
fine_log1p,raw_q3_NOT_DISCUSSED,raw_q43_NOT_DISCUSSED,0.0007141699481742594
fine_log1p,q52_text_No_fine_was_imposed_due_to_the_public_sector_status_of_the_defendant_corrective_measures_were_ordered_instead_considering_the_nature_of_the_violations_and_the_defendant_s_cooperation_and_mitigation_actions,q52_text_TYPE_No_fine_was_imposed_due_to_KRY_s_cooperation_mitigation_efforts_and_the_DPA_s_assessment_that_an_order_for_compliance_was_proportionate_aggravating_factors_included_the_nature_of_violations_and_sensitive_data_while_mitigating_factors_included_KRY_s_actions_to_improve,0.000714119081775895
fine_log1p,raw_q38_2177703000,raw_q68_Polish_DPA_fined_Chief_National_Surveyor_12_732_for_failing_to_notify_a_48_hour_disclosure_of_land_register_numbers_personal_data_on_its_website_and_not_informing_data_subjects_despite_explicit_DPA_instruction_violations_were_intentional_and_repeat_offenses,0.0007141190817758946
fine_log1p,fine_raw_0,raw_q1_ISO_3166_1_ALPHA_2_ES,0.0007138022237027605
fine_log1p,q36_tokens,q67_tokens,0.0007133491593488597
fine_log1p,q15_case_initiation_COMPLAINT,raw_q46_NONE_MENTIONED,0.0007127912793691942
fine_log1p,q36_tokens,q30_discussed_SECURITY,0.0007116355937134951
fine_log1p,raw_q36_Defendant_processed_personal_data_without_legal_basis_modifying_policyholder_and_account_details_without_consent_or_contract_necessity_violating_Article_6_1_GDPR,raw_q68_Polish_DPA_fined_PNP_Sp_ka_Akcyjna_EUR_5000_for_failing_to_cooperate_and_provide_information_requested_during_complaint_investigation_violating_Articles_31_and_58_1_e_GDPR_violation_was_continuous_from_October_2019_deemed_serious_due_to_hindering_proceedings,0.000711288622467965
fine_log1p,raw_q36_The_decision_addresses_a_violation_of_the_right_to_object_under_Article_21_GDPR_in_the_context_of_unsolicited_commercial_calls_No_detailed_analysis_of_Article_5_or_6_principles_is_provided_beyond_linking_to_legitimate_interests_for_marketing,raw_q52_Initial_fines_of_3000_for_Article_5_1_c_and_2000_for_Article_13_were_reduced_to_3000_total_due_to_recognition_of_responsibility_and_voluntary_payment_Aggravating_factors_included_sensitive_data_categories_mitigating_factors_included_cooperation_and_remedial_actions,0.0007111221950810108
